   Vol_A   Vol_B
   0.27   0.82
   0.53   0.47
   0.29   0.62
   0.15   0.81
   0.03   1.00
   0.25   0.79
   0.41   0.62
   0.61   0.41
   0.63   0.35
   0.81   0.25
   1.02   0.00
   0.98   0.00
   0.95   0.02
   0.90   0.13
   0.44   0.54
   0.15   0.78
   0.24   0.70
   0.27   0.70
   0.36   0.63
   0.45   0.52
   0.34   0.66
   0.49   0.44
   0.49   0.51
   0.07   0.95
   0.05   0.96
   0.28   0.70
   0.42   0.61
   0.84   0.17
   0.85   0.12
   0.72   0.19
   0.95   0.02
   1.00   0.12
   0.68   0.30
   0.61   0.39
   0.79   0.28
   0.56   0.46
   0.41   0.57
   0.43   0.57
   0.17   0.77
   0.54   0.55
   0.80   0.17
   0.93   0.07
   0.54   0.48
   0.13   0.88
   0.35   0.68
   0.66   0.39
   0.52   0.56
   0.76   0.28
   0.66   0.34
   0.91   0.13
   0.97   0.06
   0.91   0.06
   0.65   0.39
   0.35   0.60
   0.68   0.25
   0.81   0.17
   0.83   0.21
   0.73   0.20
   0.55   0.43
   0.76   0.24
   0.82   0.14
   0.91   0.08
   0.23   0.79
   0.05   0.93
   0.22   0.73
   0.53   0.49
   0.60   0.36
   0.52   0.50
   0.48   0.53
   0.45   0.54
   0.37   0.64
   0.26   0.73
   0.26   0.65
   0.35   0.66
   0.82   0.13
   0.86   0.13
   0.94   0.12
   1.04   0.06
   0.71   0.27
   0.71   0.30
   0.64   0.36
   0.42   0.56
   0.35   0.67
   0.09   0.93
   0.03   0.99
   0.29   0.70
   0.66   0.34
   0.28   0.70
   0.15   0.80
   0.15   0.91
   0.05   0.95
   0.02   0.99
   0.11   0.92
   0.25   0.70
   0.77   0.17
   0.86   0.06
   0.94   0.05
   0.64   0.34
   0.34   0.63
   0.30   0.68
   0.32   0.68
   0.43   0.53
   0.62   0.39
   0.27   0.63
   0.26   0.67
   0.31   0.73
   0.56   0.46
   0.46   0.56
   0.35   0.69
   0.73   0.30
   0.35   0.65
   0.06   1.05
   0.13   0.78
   0.07   1.00
   0.52   0.40
   0.82   0.16
   1.04   0.02
   0.80   0.15
   0.99   0.08
   0.65   0.33
   0.50   0.48
   0.63   0.34
   0.79   0.14
   0.42   0.62
   0.24   0.75
   0.31   0.76
   0.39   0.60
   0.44   0.56
   0.64   0.31
   0.93   0.15
   0.62   0.47
   0.29   0.71
   0.08   0.94
   0.00   0.98
   0.19   0.72
   0.62   0.41
   0.95   0.15
   0.99   0.03
   0.88   0.03
   0.69   0.28
   0.61   0.37
   0.84   0.15
   0.92   0.12
   0.87   0.11
   0.50   0.50
   0.35   0.55
   0.44   0.54
   0.59   0.39
   0.88   0.05
   0.78   0.18
   0.41   0.59
   0.32   0.77
   0.14   0.84
   0.05   0.95
   0.24   0.74
   0.83   0.25
   0.85   0.12
   0.84   0.18
   0.63   0.37
   0.43   0.51
   0.56   0.43
   0.81   0.23
   0.88   0.05
   0.91   0.12
   0.38   0.66
   0.41   0.68
   0.66   0.34
   0.85   0.15
   1.03   0.02
   0.76   0.26
   0.70   0.32
   0.46   0.52
   0.06   0.91
   0.11   0.89
   0.60   0.37
   0.81   0.22
   0.84   0.04
   0.95   0.10
   0.65   0.32
   0.34   0.63
   0.25   0.69
   0.58   0.41
   0.52   0.47
   0.49   0.48
   0.36   0.73
   0.24   0.83
   0.44   0.53
   0.66   0.34
   0.84   0.15
   0.87   0.20
   0.75   0.20
   0.48   0.58
   0.11   0.90
   0.24   0.72
   0.54   0.42
   0.71   0.27
   0.84   0.16
   0.58   0.32
   0.57   0.39
   0.61   0.38
   0.22   0.80
   0.30   0.72
   0.12   0.90
   0.16   0.88
   0.20   0.85
   0.20   0.86
   0.62   0.41
   0.78   0.16
   0.92   0.10
   0.86   0.13
   0.86   0.16
   0.72   0.24
   0.40   0.62
   0.17   0.87
   0.43   0.65
   0.67   0.31
   0.98   0.04
   0.80   0.15
   0.80   0.28
   0.36   0.63
   0.05   0.91
   0.12   0.86
   0.13   0.80
   0.11   0.90
   0.32   0.72
   0.30   0.66
   0.48   0.53
   0.80   0.24
   0.89   0.15
   0.94   0.02
   1.04   0.01
   0.83   0.10
   0.69   0.32
   0.16   0.83
   0.32   0.65
   0.83   0.28
   0.97   0.04
   0.93   0.07
   0.70   0.31
   0.19   0.81
   0.04   0.92
   0.08   0.94
   0.02   0.99
   0.14   0.93
   0.07   0.93
   0.01   0.93
   0.00   0.90
   0.17   0.72
   0.74   0.24
   0.93   0.09
   1.01   0.07
   0.76   0.25
   0.78   0.16
   0.27   0.72
   0.42   0.69
   0.64   0.34
   0.50   0.58
   0.54   0.41
   0.44   0.42
   0.36   0.68
   0.13   0.85
   0.06   0.90
   0.08   0.86
   0.02   0.93
   0.01   1.02
   0.07   0.99
   0.06   0.97
   0.42   0.59
   0.70   0.24
   0.89   0.01
   1.03   0.08
   0.52   0.43
   0.65   0.36
   0.42   0.57
   0.26   0.74
   0.58   0.52
   0.33   0.64
   0.69   0.29
   0.47   0.60
   0.38   0.63
   0.10   0.93
   0.11   0.82
   0.32   0.64
   0.11   0.95
   0.00   0.98
   0.18   0.83
   0.52   0.53
   0.84   0.16
   0.87   0.11
   0.89   0.07
   0.96   0.09
   0.73   0.34
   0.96   0.16
   0.76   0.22
   0.43   0.51
   0.86   0.18
   0.89   0.09
   0.93   0.05
   0.50   0.55
   0.07   0.97
   0.16   0.88
   0.34   0.66
   0.78   0.25
   0.23   0.78
   0.02   0.99
   0.12   0.90
   0.46   0.50
   0.76   0.20
   0.94   0.04
   0.91   0.12
   0.99   0.04
   0.86   0.09
   0.81   0.15
   0.87   0.13
   0.85   0.24
   0.84   0.20
   0.76   0.14
   0.78   0.22
   0.45   0.53
   0.23   0.86
   0.34   0.63
   0.36   0.56
   0.42   0.53
   0.02   0.98
   0.02   0.96
   0.11   0.93
   0.35   0.66
   0.52   0.50
   0.48   0.54
   0.79   0.17
   0.92   0.13
   0.98   0.03
   0.98   0.00
   0.89   0.10
   0.76   0.16
   1.01   0.02
   0.98   0.13
   0.74   0.26
   0.78   0.21
   0.56   0.43
   0.52   0.45
   0.35   0.61
   0.21   0.72
   0.14   0.94
   0.11   0.90
   0.21   0.82
   0.20   0.76
   0.24   0.75
   0.11   0.89
   0.74   0.30
   0.79   0.24
   0.95   0.02
   0.93   0.00
   1.00   0.00
   0.99   0.02
   0.83   0.12
   0.92   0.07
   0.93   0.06
   0.98   0.08
   0.68   0.28
   0.41   0.55
   0.30   0.64
   0.33   0.71
   0.08   0.92
   0.02   1.00
   0.11   0.89
   0.23   0.77
   0.48   0.61
   0.26   0.65
   0.72   0.34
   0.94   0.05
   0.93   0.08
   0.86   0.08
   1.10   0.01
   1.00   0.06
   0.91   0.11
   1.01   0.05
   0.80   0.18
   0.75   0.25
   0.70   0.38
   0.63   0.32
   0.64   0.32
   0.20   0.75
   0.07   0.89
   0.08   0.89
   0.23   0.75
   0.42   0.52
   0.29   0.66
   0.39   0.55
   0.74   0.30
   0.93   0.00
   0.94   0.01
   0.93   0.07
   0.99   0.04
   0.73   0.27
   0.48   0.47
   0.49   0.51
   0.69   0.44
   0.48   0.53
   0.57   0.46
   0.70   0.34
   0.46   0.51
   0.34   0.66
   0.30   0.74
   0.10   0.85
   0.17   0.84
   0.36   0.56
   0.42   0.60
   0.62   0.41
   0.81   0.16
   0.98   0.06
   1.00   0.00
   0.97   0.07
   1.00   0.11
   0.52   0.45
   0.17   0.77
   0.03   1.02
   0.40   0.61
   0.45   0.50
   0.43   0.59
   0.51   0.46
   0.50   0.49
   0.37   0.67
   0.26   0.81
   0.16   0.82
   0.48   0.58
   0.50   0.57
   0.61   0.41
   0.80   0.23
   0.80   0.20
   0.90   0.12
   1.00   0.03
   0.86   0.24
   0.71   0.26
   0.39   0.59
   0.33   0.68
   0.41   0.60
   0.76   0.18
   0.42   0.57
   0.49   0.46
   0.95   0.05
   0.78   0.20
   0.39   0.64
   0.27   0.71
   0.47   0.48
   0.66   0.38
   0.61   0.49
   0.64   0.38
   0.74   0.21
   0.84   0.20
   0.63   0.27
   0.68   0.28
   0.54   0.48
   0.27   0.55
   0.70   0.24
   0.83   0.21
   0.80   0.17
   1.00   0.02
   0.88   0.08
   0.96   0.02
   0.95   0.04
   0.79   0.22
   0.48   0.53
   0.36   0.69
   0.36   0.71
   0.36   0.59
   0.31   0.72
   0.45   0.56
   0.48   0.54
   0.69   0.36
   0.24   0.66
   0.20   0.77
   0.29   0.70
   0.51   0.47
   0.71   0.21
   0.77   0.22
   0.95   0.07
   0.99   0.05
   0.95   0.00
   0.96   0.03
   0.71   0.26
   0.57   0.41
   0.60   0.36
   0.41   0.60
   0.13   0.84
   0.10   0.82
   0.27   0.86
   0.36   0.73
   0.26   0.74
   0.26   0.75
   0.22   0.74
   0.05   0.90
   0.23   0.75
   0.53   0.52
   0.83   0.21
   0.99   0.07
   1.06   0.02
   0.85   0.14
   0.83   0.14
   0.49   0.39
   0.22   0.74
   0.47   0.49
   0.35   0.57
   0.26   0.77
   0.17   0.74
   0.34   0.58
   0.50   0.42
   0.51   0.40
   0.44   0.56
   0.59   0.39
   0.49   0.58
   0.13   0.85
   0.20   0.73
   0.04   1.00
   0.10   0.93
   0.61   0.39
   1.00   0.08
   0.65   0.28
   0.62   0.37
   0.27   0.76
   0.11   0.88
   0.31   0.71
   0.21   0.78
   0.15   0.89
   0.07   0.90
   0.46   0.56
   0.60   0.44
   0.38   0.65
   0.76   0.19
   0.96   0.09
   0.65   0.29
   0.27   0.72
   0.21   0.78
   0.11   0.94
   0.14   0.88
   0.46   0.57
   0.82   0.17
   0.89   0.10
   0.70   0.23
   0.35   0.66
   0.28   0.69
   0.21   0.75
   0.23   0.79
   0.40   0.62
   0.23   0.81
   0.23   0.79
   0.50   0.48
   0.67   0.36
   0.92   0.03
   0.91   0.06
   0.77   0.18
   0.66   0.35
   0.43   0.52
   0.29   0.65
   0.38   0.59
   0.41   0.56
   0.80   0.18
   0.74   0.29
   0.49   0.59
   0.21   0.81
   0.16   0.83
   0.08   0.94
   0.28   0.71
   0.26   0.81
   0.19   0.77
   0.31   0.77
   0.61   0.41
   0.88   0.14
   1.00   0.00
   0.91   0.08
   0.82   0.17
   0.81   0.25
   0.26   0.68
   0.45   0.50
   0.78   0.16
   0.57   0.34
   0.78   0.15
   0.92   0.09
   0.83   0.19
   0.29   0.72
   0.04   0.94
   0.05   0.92
   0.12   0.88
   0.07   0.90
   0.03   0.91
   0.12   0.90
   0.44   0.58
   0.39   0.59
   0.91   0.14
   1.01   0.04
   0.84   0.12
   0.77   0.28
   0.18   0.79
   0.37   0.63
   0.83   0.24
   0.89   0.12
   0.76   0.23
   0.86   0.20
   0.77   0.26
   0.31   0.70
   0.13   0.81
   0.15   0.84
   0.05   0.99
   0.01   0.94
   0.06   0.92
   0.06   0.91
   0.20   0.82
   0.64   0.39
   0.96   0.10
   0.92   0.02
   1.00   0.08
   0.91   0.15
   0.41   0.65
   0.31   0.66
   0.84   0.18
   0.92   0.12
   0.83   0.23
   0.74   0.28
   0.42   0.59
   0.43   0.55
   0.21   0.79
   0.04   0.88
   0.00   0.94
   0.03   0.89
   0.17   0.85
   0.12   0.82
   0.22   0.74
   0.65   0.35
   1.07   0.04
   0.90   0.01
   0.95   0.00
   0.78   0.20
   0.45   0.50
   0.22   0.68
   0.77   0.28
   1.09   0.02
   0.92   0.02
   0.94   0.02
   0.75   0.28
   0.70   0.32
   0.39   0.58
   0.03   0.97
   0.00   1.04
   0.03   0.94
   0.04   0.98
   0.00   1.06
   0.02   1.01
   0.30   0.70
   0.60   0.45
   0.85   0.17
   0.96   0.01
   0.92   0.10
   0.85   0.15
   0.54   0.46
   0.85   0.21
   0.96   0.04
   0.62   0.35
   0.75   0.16
   0.87   0.10
   0.91   0.11
   0.72   0.43
   0.08   0.89
   0.15   0.85
   0.00   1.03
   0.07   0.89
   0.08   0.95
   0.09   0.92
   0.16   0.90
   0.62   0.38
   0.97   0.05
   0.95   0.02
   0.73   0.24
   0.63   0.37
   0.66   0.40
   0.46   0.60
   0.69   0.24
   0.25   0.73
   0.54   0.42
   0.65   0.30
   0.89   0.18
   0.61   0.38
   0.20   0.75
   0.30   0.66
   0.04   1.00
   0.08   1.00
   0.17   0.77
   0.55   0.46
   0.78   0.24
   0.86   0.14
   0.59   0.35
   0.98   0.05
   1.04   0.05
   0.87   0.12
   0.80   0.21
   0.45   0.54
   0.44   0.63
   0.53   0.47
   0.78   0.25
   0.40   0.64
   0.72   0.34
   0.74   0.27
   0.68   0.29
   0.49   0.45
   0.14   0.86
   0.05   0.98
   0.23   0.74
   0.45   0.58
   0.68   0.32
   0.87   0.19
   0.32   0.66
   0.80   0.17
   1.07   0.02
   0.91   0.03
   0.59   0.34
   0.39   0.58
   0.22   0.71
   0.13   0.73
   0.45   0.54
   0.34   0.63
   0.65   0.35
   0.56   0.39
   0.78   0.32
   0.33   0.66
   0.04   0.98
   0.01   0.99
   0.10   0.97
   0.15   0.88
   0.20   0.76
   0.43   0.51
   0.45   0.57
   0.55   0.38
   0.75   0.22
   0.96   0.06
   0.71   0.32
   0.36   0.64
   0.66   0.33
   0.24   0.81
   0.28   0.70
   0.50   0.50
   0.77   0.23
   0.69   0.29
   0.59   0.50
   0.25   0.74
   0.12   0.90
   0.01   1.03
   0.01   1.01
   0.02   1.02
   0.16   0.83
   0.14   0.85
   0.30   0.75
   0.36   0.60
   0.66   0.33
   0.89   0.10
   0.81   0.16
   0.82   0.18
   0.87   0.11
   0.66   0.36
   0.62   0.38
   0.83   0.13
   0.90   0.16
   0.67   0.39
   0.39   0.54
   0.35   0.62
   0.12   0.92
   0.00   1.04
   0.02   1.03
   0.13   0.88
   0.34   0.72
   0.19   0.86
   0.36   0.62
   0.70   0.25
   0.80   0.14
   0.97   0.05
   0.89   0.03
   0.89   0.20
   0.82   0.14
   0.79   0.10
   0.91   0.09
   0.93   0.13
   0.92   0.15
   0.80   0.13
   0.73   0.25
   0.56   0.42
   0.19   0.73
   0.12   0.84
   0.03   1.02
   0.14   0.77
   0.48   0.55
   0.62   0.41
   0.85   0.16
   0.99   0.04
   1.01   0.01
   1.04   0.03
   0.94   0.08
   0.82   0.19
   0.58   0.47
   0.29   0.67
   0.59   0.48
   0.52   0.49
   0.63   0.28
   0.84   0.08
   0.79   0.16
   0.79   0.20
   0.62   0.41
   0.48   0.49
   0.07   0.88
   0.32   0.58
   0.46   0.55
   0.73   0.19
   0.98   0.02
   0.95   0.00
   1.00   0.00
   1.04   0.01
   0.86   0.22
   0.63   0.34
   0.15   0.83
   0.01   0.97
   0.32   0.72
   0.69   0.31
   0.77   0.26
   0.87   0.15
   0.79   0.13
   0.70   0.32
   0.51   0.55
   0.77   0.24
   0.42   0.55
   0.25   0.68
   0.56   0.47
   0.89   0.09
   0.96   0.02
   0.84   0.16
   0.86   0.13
   0.92   0.04
   0.85   0.12
   0.60   0.37
   0.27   0.71
   0.40   0.68
   0.62   0.41
   0.68   0.41
   0.64   0.38
   0.87   0.10
   0.84   0.19
   0.55   0.49
   0.32   0.64
   0.57   0.33
   0.57   0.38
   0.54   0.42
   0.46   0.55
   0.78   0.28
   0.73   0.20
   0.57   0.40
   0.35   0.61
   0.61   0.41
   0.40   0.53
   0.38   0.66
   0.42   0.51
   0.73   0.24
   0.79   0.13
   0.84   0.14
   0.94   0.02
   0.78   0.09
   0.83   0.18
   0.37   0.56
   0.32   0.62
   0.17   0.88
   0.23   0.81
   0.53   0.50
   0.44   0.57
   0.46   0.57
   0.56   0.47
   0.36   0.68
   0.13   0.92
   0.14   0.82
   0.26   0.74
   0.23   0.77
   0.48   0.47
   0.62   0.39
   0.62   0.34
   0.74   0.23
   0.86   0.05
   0.83   0.24
   0.65   0.33
   0.50   0.51
   0.53   0.46
   0.20   0.80
   0.07   0.97
   0.49   0.51
   0.47   0.45
   0.38   0.45
   0.38   0.58
   0.35   0.63
   0.13   0.83
   0.19   0.84
   0.39   0.66
   0.44   0.53
   0.60   0.37
   0.76   0.27
   0.69   0.33
   0.76   0.31
   0.55   0.50
   0.18   0.89
   0.33   0.74
   0.02   0.92
   0.02   0.93
   0.07   0.93
   0.34   0.70
   0.72   0.27
   0.79   0.10
   0.89   0.09
   0.95   0.06
   0.81   0.30
   0.24   0.75
   0.01   0.94
   0.01   1.00
   0.10   0.89
   0.14   0.82
   0.26   0.76
   0.12   0.83
   0.21   0.86
   0.19   0.85
   0.02   1.04
   0.02   0.95
   0.01   0.96
   0.06   0.90
   0.23   0.74
   0.50   0.59
   0.51   0.56
   0.68   0.32
   0.92   0.05
   0.89   0.03
   0.96   0.03
   0.56   0.43
   0.16   0.94
   0.19   0.76
   0.29   0.68
   0.22   0.80
   0.28   0.68
   0.17   0.80
   0.30   0.74
   0.51   0.56
   0.09   0.87
   0.00   1.03
   0.06   0.98
   0.28   0.81
   0.66   0.31
   0.58   0.41
   0.76   0.20
   0.81   0.21
   0.96   0.06
   0.94   0.12
   1.00   0.02
   0.80   0.12
   0.67   0.43
   0.47   0.56
   0.33   0.61
   0.16   0.80
   0.37   0.65
   0.35   0.72
   0.37   0.58
   0.25   0.74
   0.09   0.92
   0.03   0.89
   0.03   0.99
   0.26   0.78
   0.68   0.24
   0.73   0.25
   0.87   0.10
   0.99   0.07
   0.90   0.02
   0.84   0.09
   0.93   0.07
   0.72   0.28
   0.59   0.41
   0.74   0.25
   0.73   0.32
   0.27   0.69
   0.73   0.29
   0.84   0.12
   0.62   0.32
   0.37   0.62
   0.10   0.95
   0.01   0.93
   0.04   0.94
   0.16   0.85
   0.41   0.59
   0.29   0.79
   0.39   0.56
   0.38   0.58
   0.72   0.19
   1.09   0.01
   0.88   0.12
   0.73   0.23
   0.46   0.57
   0.80   0.24
   1.07   0.01
   0.95   0.03
   0.93   0.07
   0.93   0.05
   0.47   0.52
   0.17   0.87
   0.07   0.92
   0.14   0.96
   0.06   0.92
   0.00   1.08
   0.11   0.90
   0.13   0.86
   0.27   0.80
   0.37   0.63
   0.87   0.13
   1.00   0.00
   0.82   0.18
   0.67   0.23
   0.75   0.30
   0.62   0.42
   1.01   0.03
   0.94   0.01
   0.88   0.12
   0.99   0.10
   0.35   0.65
   0.25   0.82
   0.33   0.64
   0.17   0.80
   0.05   0.97
   0.02   1.00
   0.24   0.83
   0.29   0.77
   0.13   0.86
   0.43   0.57
   0.98   0.04
   0.91   0.00
   1.01   0.01
   0.89   0.10
   0.65   0.32
   0.53   0.47
   0.83   0.18
   0.99   0.00
   0.87   0.11
   0.86   0.10
   0.63   0.39
   0.63   0.41
   0.40   0.57
   0.11   0.91
   0.01   0.94
   0.03   0.93
   0.02   1.02
   0.00   0.99
   0.01   0.98
   0.19   0.80
   0.51   0.48
   0.95   0.11
   1.04   0.02
   0.83   0.18
   0.50   0.49
   0.41   0.55
   0.79   0.25
   0.92   0.08
   0.66   0.33
   0.54   0.48
   0.75   0.18
   0.92   0.11
   0.27   0.58
   0.02   0.96
   0.09   0.84
   0.08   0.82
   0.01   0.94
   0.00   0.94
   0.06   1.03
   0.15   0.84
   0.51   0.55
   0.92   0.09
   0.80   0.23
   0.65   0.39
   0.66   0.36
   0.48   0.47
   0.56   0.37
   0.56   0.42
   0.17   0.77
   0.25   0.74
   0.53   0.45
   0.68   0.36
   0.43   0.54
   0.18   0.82
   0.02   0.95
   0.00   1.02
   0.07   0.94
   0.27   0.69
   0.26   0.65
   0.29   0.69
   0.63   0.41
   0.60   0.40
   0.94   0.12
   0.83   0.21
   0.75   0.20
   0.51   0.49
   0.20   0.78
   0.22   0.82
   0.29   0.70
   0.10   0.90
   0.17   0.86
   0.38   0.62
   0.49   0.59
   0.34   0.73
   0.16   0.77
   0.01   0.95
   0.08   0.99
   0.29   0.77
   0.19   0.83
   0.54   0.48
   0.58   0.46
   0.23   0.66
   0.70   0.28
   0.83   0.19
   0.71   0.28
   0.48   0.51
   0.07   0.92
   0.08   0.90
   0.03   0.95
   0.12   0.83
   0.44   0.55
   0.62   0.45
   0.33   0.77
   0.39   0.65
   0.16   0.82
   0.01   1.09
   0.04   0.96
   0.18   0.86
   0.02   0.98
   0.14   0.87
   0.16   0.78
   0.05   0.93
   0.39   0.69
   0.72   0.25
   0.66   0.34
   0.42   0.56
   0.17   0.80
   0.21   0.86
   0.07   0.97
   0.21   0.77
   0.57   0.43
   0.73   0.26
   0.39   0.65
   0.35   0.68
   0.22   0.80
   0.04   0.97
   0.00   0.94
   0.03   0.91
   0.07   0.94
   0.19   0.84
   0.17   0.84
   0.10   0.85
   0.23   0.81
   0.55   0.43
   0.51   0.50
   0.27   0.79
   0.25   0.67
   0.49   0.31
   0.54   0.42
   0.45   0.48
   0.85   0.13
   0.77   0.22
   0.64   0.41
   0.38   0.61
   0.29   0.64
   0.10   0.88
   0.00   1.00
   0.05   0.96
   0.21   0.78
   0.19   0.75
   0.48   0.64
   0.45   0.57
   0.53   0.51
   0.81   0.15
   0.83   0.24
   0.40   0.66
   0.18   0.78
   0.48   0.51
   0.44   0.60
   0.68   0.25
   0.85   0.17
   0.82   0.17
   0.80   0.15
   0.81   0.24
   0.78   0.19
   0.46   0.51
   0.07   0.96
   0.30   0.68
   0.42   0.54
   0.41   0.57
   0.83   0.20
   0.82   0.17
   0.99   0.09
   1.05   0.01
   1.00   0.04
   0.58   0.39
   0.29   0.62
   0.20   0.78
   0.18   0.77
   0.54   0.43
   0.74   0.33
   0.80   0.21
   0.96   0.03
   0.88   0.09
   0.93   0.05
   0.97   0.07
   0.69   0.38
   0.46   0.56
   0.62   0.35
   0.61   0.27
   0.84   0.10
   0.96   0.01
   1.05   0.00
   1.07   0.00
   0.77   0.20
   0.50   0.47
   0.54   0.44
   0.19   0.82
   0.08   0.90
   0.45   0.65
   0.53   0.40
   0.78   0.15
   0.97   0.00
   0.88   0.06
   1.01   0.05
   1.01   0.06
   0.93   0.06
   0.39   0.52
   0.35   0.66
   0.70   0.31
   0.96   0.01
   0.96   0.06
   0.80   0.12
   0.99   0.02
   0.87   0.15
   0.54   0.47
   0.52   0.51
   0.30   0.68
   0.22   0.76
   0.64   0.29
   0.45   0.43
   0.87   0.17
   0.95   0.01
   1.01   0.04
   0.43   0.57
   0.54   0.44
   0.54   0.41
   0.45   0.51
   0.53   0.47
   0.88   0.14
   0.78   0.22
   0.80   0.24
   0.66   0.42
   0.77   0.28
   0.79   0.20
   0.41   0.59
