   Vol_A   Vol_B
   0.15   0.85
   0.28   0.73
   0.27   0.73
   0.24   0.68
   0.67   0.34
   1.01   0.05
   0.92   0.05
   1.04   0.00
   1.05   0.01
   1.06   0.01
   0.90   0.04
   0.87   0.01
   0.97   0.03
   1.03   0.01
   1.06   0.01
   0.88   0.04
   0.94   0.05
   0.69   0.28
   0.51   0.52
   0.64   0.34
   0.36   0.65
   0.75   0.25
   0.70   0.16
   0.81   0.18
   0.94   0.10
   0.88   0.18
   0.89   0.12
   0.99   0.03
   0.91   0.00
   0.91   0.08
   0.57   0.45
   0.89   0.11
   0.80   0.29
   0.77   0.19
   0.59   0.36
   0.32   0.71
   0.54   0.49
   0.39   0.55
   0.20   0.80
   0.62   0.34
   0.73   0.23
   0.96   0.05
   1.00   0.03
   0.99   0.01
   0.80   0.18
   0.22   0.72
   0.34   0.56
   0.67   0.33
   0.90   0.06
   0.78   0.21
   0.31   0.71
   0.41   0.61
   0.35   0.63
   0.32   0.66
   0.06   0.98
   0.08   0.96
   0.16   0.88
   0.64   0.36
   0.75   0.29
   0.86   0.12
   0.94   0.09
   0.95   0.12
   0.96   0.05
   0.99   0.03
   0.88   0.19
   0.29   0.67
   0.21   0.84
   0.23   0.82
   0.72   0.38
   0.80   0.19
   0.42   0.56
   0.20   0.76
   0.00   1.00
   0.02   0.98
   0.08   0.95
   0.31   0.72
   0.36   0.67
   0.23   0.79
   0.62   0.37
   0.92   0.07
   0.93   0.05
   1.00   0.03
   1.06   0.01
   0.90   0.12
   0.70   0.33
   0.12   0.92
   0.02   1.02
   0.02   1.03
   0.10   0.88
   0.54   0.46
   0.40   0.66
   0.11   0.92
   0.04   1.03
   0.23   0.74
   0.16   0.89
   0.55   0.51
   0.72   0.36
   0.53   0.39
   0.48   0.55
   0.44   0.54
   0.48   0.48
   0.92   0.13
   0.91   0.06
   0.88   0.17
   0.83   0.13
   0.23   0.73
   0.02   0.92
   0.10   0.94
   0.25   0.81
   0.26   0.79
   0.24   0.77
   0.02   0.98
   0.08   0.83
   0.40   0.52
   0.63   0.36
   0.91   0.12
   1.02   0.04
   0.88   0.12
   0.15   0.80
   0.03   1.01
   0.11   0.87
   0.79   0.19
   0.91   0.07
   1.03   0.01
   0.99   0.02
   0.77   0.39
   0.50   0.58
   0.46   0.51
   0.29   0.75
   0.13   0.81
   0.06   0.94
   0.00   1.00
   0.66   0.32
   0.98   0.03
   0.85   0.05
   0.89   0.15
   0.91   0.09
   0.76   0.19
   0.46   0.54
   0.12   0.99
   0.01   0.95
   0.09   0.89
   0.53   0.47
   0.83   0.14
   1.04   0.01
   1.00   0.04
   0.87   0.10
   0.58   0.49
   0.14   0.85
   0.07   0.95
   0.03   0.93
   0.06   0.88
   0.92   0.15
   0.79   0.16
   0.45   0.53
   0.70   0.26
   0.95   0.08
   0.94   0.01
   0.83   0.13
   0.30   0.75
   0.02   0.91
   0.12   0.94
   0.61   0.40
   0.97   0.01
   0.99   0.00
   1.00   0.00
   0.76   0.21
   0.76   0.31
   0.03   0.85
   0.02   0.97
   0.04   1.05
   0.17   0.76
   0.99   0.06
   0.34   0.56
   0.20   0.74
   0.79   0.29
   0.97   0.09
   0.91   0.02
   0.98   0.04
   0.70   0.29
   0.14   0.80
   0.26   0.75
   0.78   0.16
   1.02   0.00
   0.86   0.06
   0.92   0.10
   0.70   0.29
   0.52   0.48
   0.03   0.96
   0.14   0.86
   0.34   0.65
   0.74   0.30
   0.73   0.28
   0.21   0.78
   0.19   0.82
   0.78   0.21
   0.92   0.06
   0.97   0.02
   0.98   0.02
   0.72   0.20
   0.19   0.72
   0.44   0.47
   0.92   0.06
   1.13   0.00
   0.92   0.03
   0.86   0.13
   0.66   0.31
   0.36   0.67
   0.04   0.99
   0.26   0.76
   0.81   0.21
   0.85   0.14
   0.30   0.67
   0.15   0.80
   0.19   0.74
   0.81   0.18
   0.95   0.04
   0.91   0.09
   0.87   0.09
   0.70   0.25
   0.48   0.53
   0.41   0.55
   0.80   0.26
   0.91   0.12
   0.75   0.23
   0.94   0.12
   0.99   0.04
   0.56   0.48
   0.11   0.88
   0.33   0.72
   0.88   0.12
   0.61   0.40
   0.43   0.55
   0.20   0.73
   0.66   0.35
   0.89   0.11
   0.73   0.31
   0.33   0.60
   0.35   0.75
   0.48   0.54
   0.32   0.64
   0.17   0.77
   0.17   0.89
   0.61   0.36
   0.70   0.23
   0.66   0.33
   0.87   0.20
   0.37   0.53
   0.16   0.79
   0.30   0.63
   0.70   0.27
   0.64   0.44
   0.77   0.26
   0.51   0.55
   0.68   0.32
   0.94   0.10
   0.61   0.40
   0.23   0.81
   0.01   0.93
   0.04   0.96
   0.04   0.91
   0.01   1.07
   0.01   0.99
   0.20   0.79
   0.47   0.53
   0.31   0.61
   0.23   0.68
   0.21   0.84
   0.13   0.82
   0.13   0.78
   0.49   0.47
   0.82   0.19
   0.91   0.13
   0.74   0.29
   0.91   0.10
   1.02   0.02
   0.96   0.05
   0.25   0.73
   0.00   0.96
   0.01   0.97
   0.02   0.97
   0.00   1.07
   0.00   0.99
   0.00   1.09
   0.07   0.91
   0.02   0.93
   0.01   0.96
   0.09   0.92
   0.01   0.97
   0.05   0.94
   0.31   0.67
   0.82   0.22
   0.96   0.02
   0.88   0.08
   1.00   0.07
   0.88   0.06
   0.89   0.04
   0.25   0.70
   0.01   1.02
   0.00   1.01
   0.00   1.04
   0.00   0.97
   0.00   0.98
   0.00   1.00
   0.00   1.00
   0.00   0.95
   0.00   0.98
   0.01   1.05
   0.05   0.95
   0.20   0.82
   0.54   0.47
   0.81   0.10
   1.06   0.00
   0.61   0.35
   0.37   0.68
   0.77   0.19
   0.95   0.08
   0.18   0.83
   0.04   0.96
   0.01   0.96
   0.08   0.96
   0.03   0.97
   0.00   1.00
   0.00   1.01
   0.00   1.10
   0.00   0.97
   0.00   1.08
   0.05   0.87
   0.47   0.53
   0.64   0.33
   0.87   0.08
   1.10   0.00
   0.97   0.00
   0.93   0.12
   0.41   0.51
   0.54   0.48
   0.56   0.36
   0.64   0.35
   0.22   0.72
   0.04   0.94
   0.53   0.47
   0.60   0.42
   0.23   0.76
   0.01   1.02
   0.00   0.96
   0.00   1.02
   0.03   0.96
   0.31   0.61
   0.86   0.13
   0.85   0.16
   0.99   0.01
   0.99   0.00
   1.01   0.00
   0.94   0.04
   0.76   0.23
   0.78   0.23
   0.72   0.32
   0.65   0.35
   0.22   0.81
   0.17   0.83
   0.73   0.21
   0.97   0.07
   0.78   0.28
   0.08   0.88
   0.08   0.87
   0.09   0.87
   0.31   0.72
   0.67   0.28
   0.87   0.07
   0.92   0.14
   1.00   0.01
   0.98   0.00
   0.98   0.01
   0.98   0.01
   0.91   0.06
   0.84   0.02
   0.91   0.02
   1.02   0.11
   0.73   0.29
   0.49   0.45
   0.44   0.52
   0.43   0.50
   0.36   0.61
   0.09   0.91
   0.43   0.53
   0.68   0.35
   0.54   0.49
   0.93   0.04
   0.95   0.12
   0.80   0.20
   0.97   0.01
   0.93   0.00
   0.87   0.13
   1.09   0.03
   1.00   0.00
   1.01   0.00
   1.01   0.00
   1.05   0.03
   0.96   0.05
   0.80   0.18
   0.54   0.46
   0.13   0.91
   0.10   0.90
   0.13   0.89
   0.75   0.28
   1.00   0.07
   0.80   0.12
   0.93   0.01
   1.02   0.00
   0.96   0.00
   0.94   0.02
   0.98   0.00
   1.04   0.04
   0.97   0.01
   1.04   0.00
   0.92   0.00
   1.01   0.01
   0.90   0.12
   0.93   0.10
   0.95   0.08
   0.81   0.16
   0.61   0.29
   0.35   0.68
   0.51   0.46
   0.74   0.26
   0.46   0.46
   0.44   0.47
   0.86   0.11
   1.01   0.00
   0.85   0.12
   0.66   0.37
   0.78   0.25
   0.48   0.45
   0.66   0.38
   0.80   0.18
   0.85   0.19
   0.61   0.36
   0.60   0.40
   0.67   0.37
   1.10   0.02
   0.92   0.09
   1.01   0.02
   0.96   0.10
   0.91   0.14
   0.57   0.40
   0.37   0.73
   0.10   0.94
   0.72   0.28
   0.90   0.11
   0.58   0.31
   0.14   0.84
   0.24   0.81
   0.06   0.92
   0.09   0.83
   0.42   0.53
   0.44   0.40
   0.27   0.76
   0.60   0.49
   0.76   0.29
   0.96   0.00
   0.88   0.05
   0.81   0.12
   1.10   0.01
   1.08   0.00
   0.65   0.33
   0.17   0.81
   0.08   0.92
   0.12   0.83
   0.18   0.82
   0.21   0.74
   0.21   0.84
   0.04   0.90
   0.00   0.93
   0.02   1.05
   0.11   0.85
   0.16   0.94
   0.21   0.77
   0.16   0.84
   0.58   0.42
   0.92   0.04
   1.05   0.00
   1.00   0.00
   1.00   0.00
   1.02   0.01
   0.80   0.11
   0.13   0.77
   0.00   0.93
   0.00   0.99
   0.08   0.91
   0.14   0.87
   0.03   0.92
   0.01   0.95
   0.03   0.94
   0.07   0.93
   0.03   1.12
   0.15   0.89
   0.18   0.85
   0.28   0.73
   0.30   0.62
   0.66   0.44
   0.88   0.14
   1.01   0.02
   0.95   0.07
   1.01   0.07
   0.92   0.09
   0.36   0.70
   0.03   1.01
   0.03   1.02
   0.07   1.03
   0.01   0.99
   0.00   1.09
   0.00   0.84
   0.27   0.77
   0.34   0.58
   0.45   0.52
   0.64   0.31
   0.75   0.17
   0.62   0.41
   0.10   0.91
   0.16   0.89
   0.07   0.90
   0.57   0.38
   1.03   0.02
   0.96   0.10
   0.76   0.25
   0.58   0.45
   0.38   0.61
   0.47   0.54
   0.33   0.66
   0.00   0.95
   0.00   1.03
   0.01   1.05
   0.66   0.26
   0.85   0.15
   0.59   0.40
   0.79   0.27
   0.91   0.04
   0.86   0.15
   0.58   0.43
   0.29   0.67
   0.08   0.95
   0.45   0.46
   0.91   0.12
   0.99   0.04
   1.01   0.06
   0.99   0.05
   0.99   0.06
   0.78   0.28
   0.25   0.79
   0.09   0.89
   0.07   0.95
   0.18   0.80
   0.30   0.73
   0.28   0.79
   0.18   0.90
   0.70   0.30
   0.96   0.02
   1.01   0.00
   1.01   0.07
   0.59   0.41
   0.31   0.64
   0.72   0.34
   0.93   0.11
   1.02   0.04
   0.94   0.00
   0.98   0.03
   0.50   0.49
   0.43   0.52
   0.21   0.78
   0.10   0.92
   0.22   0.79
   0.23   0.71
   0.59   0.41
   0.17   0.81
   0.04   1.04
   0.61   0.44
   0.96   0.09
   0.97   0.03
   0.95   0.06
   0.61   0.36
   0.18   0.89
   0.47   0.54
   0.79   0.18
   1.01   0.04
   0.87   0.09
   0.97   0.05
   0.70   0.26
   0.26   0.72
   0.05   1.00
   0.19   0.76
   0.85   0.21
   0.73   0.25
   0.73   0.18
   0.38   0.65
   0.33   0.64
   0.96   0.10
   0.89   0.11
   0.92   0.06
   0.77   0.14
   0.48   0.54
   0.22   0.77
   0.54   0.47
   0.85   0.10
   0.91   0.00
   0.99   0.01
   1.06   0.03
   0.89   0.11
   0.45   0.55
   0.06   0.92
   0.46   0.54
   0.73   0.21
   0.97   0.02
   0.52   0.41
   0.56   0.45
   0.30   0.64
   0.73   0.29
   0.70   0.26
   0.69   0.25
   0.86   0.21
   0.73   0.26
   0.78   0.16
   0.74   0.23
   0.81   0.14
   0.94   0.06
   0.90   0.13
   1.00   0.01
   1.02   0.02
   0.75   0.27
   0.17   0.86
   0.21   0.74
   0.53   0.44
   0.47   0.51
   0.43   0.56
   0.20   0.77
   0.18   0.77
   0.33   0.67
   0.22   0.85
   0.11   0.95
   0.23   0.78
   0.74   0.30
   0.80   0.24
   0.34   0.63
   0.21   0.73
   0.67   0.37
   0.94   0.12
   0.90   0.02
   0.86   0.12
   0.63   0.42
   0.23   0.73
   0.12   0.87
   0.42   0.57
   0.52   0.52
   0.07   0.98
   0.23   0.79
   0.65   0.37
   0.59   0.41
   0.28   0.68
   0.10   0.95
   0.00   1.03
   0.13   0.83
   0.30   0.68
   0.17   0.80
   0.12   0.96
   0.53   0.47
   0.70   0.23
   0.82   0.14
   0.47   0.45
   0.15   0.80
   0.06   0.93
   0.01   1.01
   0.20   0.82
   0.23   0.76
   0.04   0.91
   0.15   0.87
   0.75   0.24
   0.93   0.13
   0.85   0.08
   0.29   0.74
   0.00   1.05
   0.01   0.94
   0.06   1.06
   0.03   0.99
   0.02   1.03
   0.10   0.97
   0.17   0.77
   0.10   0.81
   0.07   0.94
   0.10   0.89
   0.01   0.95
   0.01   0.98
   0.04   0.96
   0.15   0.88
   0.72   0.31
   0.53   0.45
   0.36   0.65
   0.78   0.23
   0.96   0.04
   0.23   0.81
   0.00   0.99
   0.00   0.95
   0.01   1.05
   0.05   0.96
   0.00   1.06
   0.00   0.95
   0.00   1.03
   0.00   0.94
   0.00   1.04
   0.01   1.02
   0.05   0.96
   0.30   0.75
   0.53   0.50
   0.57   0.42
   0.98   0.08
   0.41   0.57
   0.05   0.91
   0.43   0.59
   0.80   0.17
   0.30   0.72
   0.06   0.86
   0.12   0.91
   0.20   0.80
   0.16   0.84
   0.00   0.97
   0.00   1.02
   0.00   1.02
   0.00   0.98
   0.00   0.98
   0.09   0.93
   0.53   0.53
   0.75   0.24
   0.99   0.07
   0.91   0.06
   1.06   0.02
   0.58   0.46
   0.13   0.83
   0.11   0.91
   0.24   0.79
   0.63   0.39
   0.26   0.78
   0.09   0.94
   0.60   0.40
   0.44   0.61
   0.12   0.97
   0.07   0.90
   0.01   0.91
   0.01   1.07
   0.06   0.98
   0.37   0.64
   0.98   0.05
   1.04   0.00
   0.98   0.00
   0.98   0.00
   1.04   0.01
   0.66   0.38
   0.32   0.72
   0.32   0.65
   0.44   0.60
   0.58   0.36
   0.42   0.56
   0.26   0.78
   0.70   0.24
   0.99   0.06
   0.79   0.20
   0.62   0.45
   0.25   0.76
   0.20   0.84
   0.58   0.43
   0.73   0.30
   1.03   0.02
   1.00   0.01
   1.07   0.00
   0.95   0.00
   0.92   0.00
   0.86   0.14
   0.68   0.22
   0.67   0.27
   0.99   0.04
   0.76   0.19
   0.67   0.29
   0.74   0.26
   0.92   0.15
   0.86   0.08
   0.81   0.20
   0.74   0.36
   0.79   0.18
   0.60   0.37
   0.78   0.28
   1.03   0.00
   0.93   0.01
   1.03   0.01
   1.00   0.00
   1.03   0.00
   0.97   0.00
   0.97   0.00
   1.00   0.01
   1.02   0.01
   1.00   0.00
   0.98   0.00
   0.98   0.00
   1.05   0.01
   0.94   0.04
   0.82   0.22
   0.49   0.43
   0.46   0.57
   0.73   0.21
   0.83   0.15
   0.92   0.19
   1.03   0.00
   1.02   0.00
   0.93   0.00
   1.05   0.01
   1.11   0.00
   0.97   0.04
   0.98   0.01
   1.03   0.01
   0.96   0.02
   1.10   0.00
   0.98   0.00
   0.97   0.00
   0.99   0.00
   0.97   0.01
   0.98   0.05
   0.24   0.71
   0.21   0.78
   0.22   0.67
   0.37   0.66
   0.78   0.22
   0.96   0.01
   0.92   0.02
   0.76   0.21
   0.61   0.27
   0.54   0.47
   0.35   0.56
   0.55   0.42
   0.81   0.16
   0.95   0.08
   0.99   0.02
   0.92   0.04
   0.99   0.03
   1.05   0.00
   0.96   0.00
   1.02   0.00
   0.83   0.15
   0.48   0.57
   0.26   0.71
   0.24   0.79
   0.40   0.58
   0.69   0.31
   0.55   0.39
   0.18   0.83
   0.08   1.05
   0.07   1.02
   0.00   0.98
   0.11   0.91
   0.78   0.27
   0.94   0.14
   0.78   0.17
   0.77   0.25
   0.96   0.11
   0.99   0.00
   0.94   0.00
   1.04   0.00
   0.97   0.00
   1.03   0.04
   0.63   0.40
   0.02   1.01
   0.05   0.97
   0.06   0.92
   0.07   0.86
   0.13   0.83
   0.05   0.94
   0.01   0.99
   0.00   1.04
   0.00   1.05
   0.00   1.01
   0.05   0.92
   0.25   0.74
   0.26   0.73
   0.60   0.42
   0.95   0.07
   1.00   0.00
   0.99   0.00
   1.06   0.00
   0.84   0.05
   0.56   0.34
   0.01   0.92
   0.01   0.91
   0.01   0.96
   0.00   0.96
   0.01   0.99
   0.04   1.04
   0.02   0.98
   0.00   0.96
   0.00   0.94
   0.00   1.04
   0.15   0.80
   0.20   0.74
   0.22   0.81
   0.43   0.60
   0.73   0.23
   0.94   0.07
   0.98   0.02
   1.05   0.00
   0.93   0.08
   0.66   0.41
   0.13   0.77
   0.02   0.93
   0.02   0.92
   0.13   0.83
   0.00   1.02
   0.00   1.01
   0.00   0.98
   0.04   0.97
   0.10   0.90
   0.19   0.79
   0.58   0.36
   0.69   0.38
   0.51   0.53
   0.47   0.48
   0.75   0.26
   0.56   0.44
   0.75   0.28
   1.06   0.04
   0.72   0.32
   0.29   0.72
   0.23   0.75
   0.23   0.73
   0.35   0.63
   0.18   0.89
   0.00   0.98
   0.00   1.11
   0.00   1.02
   0.16   0.77
   0.16   0.80
   0.29   0.69
   0.76   0.22
   0.92   0.09
   0.90   0.12
   0.83   0.16
   0.97   0.12
   0.61   0.45
   0.64   0.36
   0.66   0.38
   0.45   0.50
   0.67   0.27
   0.82   0.16
   0.78   0.23
   0.87   0.18
   0.18   0.82
   0.14   0.85
   0.20   0.78
   0.08   0.81
   0.08   0.98
   0.04   0.88
   0.17   0.84
   0.82   0.25
   0.85   0.15
   0.93   0.10
   0.91   0.09
   0.89   0.02
   0.81   0.28
   0.54   0.41
   0.52   0.48
   0.71   0.27
   0.98   0.02
   0.99   0.03
   0.86   0.15
   0.77   0.15
   0.50   0.49
   0.49   0.56
   0.72   0.40
   0.38   0.65
   0.38   0.65
   0.17   0.82
   0.15   0.85
   0.72   0.33
   0.45   0.55
   0.72   0.32
   0.93   0.06
   0.94   0.03
   0.60   0.40
   0.23   0.78
   0.45   0.62
   0.79   0.24
   0.97   0.00
   1.07   0.00
   0.95   0.02
   0.81   0.20
   0.21   0.79
   0.38   0.62
   0.90   0.10
   0.71   0.25
   0.70   0.34
   0.62   0.37
   0.57   0.39
   0.82   0.13
   0.65   0.37
   0.82   0.20
   0.89   0.13
   0.98   0.13
   0.51   0.45
   0.54   0.45
   0.68   0.36
   1.04   0.03
   0.98   0.00
   1.03   0.00
   1.04   0.00
   0.86   0.17
   0.11   0.85
   0.15   0.96
   0.42   0.58
   0.78   0.26
   1.00   0.03
   0.91   0.07
   0.88   0.12
   0.77   0.25
   0.50   0.49
   0.56   0.29
   0.56   0.46
   0.55   0.48
   0.67   0.39
   0.71   0.20
   0.91   0.09
   0.99   0.01
   0.99   0.01
   1.01   0.00
   1.08   0.00
   0.78   0.29
   0.19   0.78
   0.03   0.98
   0.28   0.69
   0.82   0.23
   0.65   0.39
   0.76   0.25
   0.61   0.34
   0.12   0.82
   0.08   0.90
   0.16   0.77
   0.24   0.76
   0.54   0.45
   0.66   0.29
   0.46   0.59
   0.34   0.67
   0.54   0.42
   0.96   0.07
   0.98   0.00
   0.93   0.02
   0.77   0.26
   0.23   0.81
   0.05   0.92
   0.36   0.53
   0.43   0.52
   0.31   0.71
   0.61   0.39
   0.75   0.25
   0.20   0.84
   0.07   0.99
   0.06   0.92
   0.02   1.06
   0.06   0.92
   0.12   0.84
   0.21   0.77
   0.09   0.90
   0.29   0.75
   0.76   0.31
   0.83   0.13
   0.73   0.30
   0.29   0.67
   0.08   0.94
   0.00   1.02
   0.14   0.83
   0.16   0.79
   0.02   0.96
   0.26   0.73
   0.72   0.37
   0.73   0.29
   0.89   0.16
   0.40   0.61
   0.02   1.03
   0.00   0.99
   0.01   1.08
   0.17   0.74
   0.03   0.92
   0.09   0.87
   0.39   0.68
   0.48   0.61
   0.14   0.90
   0.02   0.98
   0.01   1.00
   0.00   0.97
   0.00   1.04
   0.00   0.95
   0.06   0.97
   0.04   0.92
   0.16   0.83
   0.68   0.29
   0.92   0.03
   0.80   0.17
   0.19   0.76
   0.00   0.98
   0.04   0.99
   0.17   0.77
   0.03   0.98
   0.00   1.00
   0.03   1.04
   0.00   0.99
   0.00   0.99
   0.03   0.98
   0.16   0.75
   0.19   0.81
   0.18   0.80
   0.14   0.78
   0.50   0.57
   0.09   0.87
   0.08   0.93
   0.62   0.39
   0.90   0.12
   0.65   0.37
   0.06   0.94
   0.02   0.92
   0.34   0.67
   0.59   0.44
   0.07   0.98
   0.00   1.03
   0.00   0.99
   0.00   1.02
   0.03   1.03
   0.33   0.68
   0.73   0.34
   0.73   0.20
   0.74   0.16
   0.68   0.35
   0.78   0.19
   0.27   0.74
   0.10   0.87
   0.47   0.64
   0.54   0.46
   0.65   0.36
   0.13   0.82
   0.08   0.99
   0.65   0.35
   0.68   0.18
   0.12   0.92
   0.06   0.94
   0.03   0.96
   0.01   1.05
   0.10   0.87
   0.43   0.52
   0.86   0.04
   1.03   0.00
   0.82   0.16
   0.88   0.06
   0.83   0.18
   0.32   0.68
   0.12   0.83
   0.25   0.72
   0.71   0.27
   0.86   0.18
   0.68   0.28
   0.69   0.31
   0.97   0.04
   0.81   0.11
   0.64   0.36
   0.64   0.37
   0.29   0.76
   0.26   0.77
   0.57   0.49
   0.69   0.26
   0.93   0.01
   0.95   0.00
   0.97   0.02
   1.00   0.01
   0.85   0.10
   0.56   0.41
   0.48   0.52
   0.61   0.41
   0.94   0.04
   0.87   0.10
   0.95   0.02
   1.03   0.00
   1.02   0.00
   0.99   0.02
   0.93   0.05
   0.93   0.07
   0.86   0.15
   0.80   0.25
   0.94   0.03
   0.94   0.01
   1.01   0.00
   1.05   0.00
   1.00   0.00
   0.97   0.00
   1.09   0.00
   1.02   0.02
   0.86   0.12
   0.94   0.10
   0.81   0.15
   0.86   0.21
   0.94   0.13
   0.97   0.01
   1.00   0.00
   1.05   0.00
   0.99   0.05
   0.83   0.20
   0.83   0.13
   0.95   0.10
   0.95   0.03
   1.05   0.00
   0.91   0.02
   0.96   0.02
   0.96   0.04
   1.02   0.00
   0.92   0.09
   0.89   0.19
   0.89   0.22
   0.83   0.17
   0.97   0.07
   0.93   0.06
   0.95   0.00
   0.96   0.00
   0.99   0.00
   0.93   0.00
   0.92   0.10
   0.58   0.49
