   Vol_A   Vol_B
   0.06   0.86
   0.02   0.93
   0.41   0.58
   0.70   0.27
   0.91   0.07
   0.86   0.20
   0.63   0.41
   0.06   0.92
   0.01   0.89
   0.04   1.04
   0.09   0.92
   0.31   0.76
   0.96   0.10
   0.97   0.00
   1.17   0.01
   0.85   0.15
   0.59   0.37
   0.86   0.15
   0.83   0.18
   0.18   0.64
   0.02   0.92
   0.06   1.01
   0.46   0.46
   0.90   0.04
   1.09   0.01
   0.49   0.36
   0.26   0.74
   0.04   0.95
   0.01   0.95
   0.01   0.99
   0.48   0.54
   0.51   0.30
   0.98   0.07
   1.04   0.02
   0.93   0.00
   1.11   0.00
   1.03   0.05
   0.90   0.04
   0.97   0.13
   0.16   0.90
   0.00   1.06
   0.13   0.84
   0.42   0.68
   0.84   0.13
   0.96   0.00
   0.84   0.08
   0.54   0.47
   0.14   0.88
   0.15   0.86
   0.17   0.83
   0.35   0.59
   0.09   0.92
   0.31   0.75
   0.46   0.38
   0.91   0.03
   0.98   0.00
   0.92   0.00
   0.91   0.03
   0.68   0.30
   0.05   0.97
   0.03   0.94
   0.11   1.00
   0.12   0.98
   0.59   0.32
   0.91   0.04
   0.82   0.16
   0.42   0.57
   0.18   0.87
   0.23   0.82
   0.24   0.92
   0.18   0.86
   0.02   1.07
   0.17   0.81
   0.58   0.20
   1.02   0.01
   1.00   0.00
   1.07   0.00
   0.92   0.03
   0.58   0.48
   0.09   0.96
   0.05   0.94
   0.09   0.87
   0.16   0.90
   0.51   0.52
   0.62   0.37
   0.82   0.17
   0.46   0.53
   0.31   0.66
   0.52   0.61
   0.34   0.64
   0.22   0.75
   0.08   0.89
   0.09   0.92
   0.77   0.27
   0.97   0.00
   1.00   0.00
   0.87   0.03
   0.78   0.25
   0.46   0.46
   0.16   0.73
   0.03   0.97
   0.21   0.72
   0.09   1.03
   0.29   0.78
   0.28   0.69
   0.44   0.49
   0.18   0.82
   0.17   0.90
   0.40   0.58
   0.31   0.65
   0.54   0.52
   0.69   0.29
   0.93   0.06
   1.02   0.01
   1.01   0.00
   1.01   0.00
   0.86   0.14
   0.35   0.69
   0.31   0.74
   0.06   0.87
   0.09   0.82
   0.46   0.37
   0.37   0.61
   0.41   0.55
   0.72   0.26
   0.50   0.55
   0.07   0.97
   0.03   0.93
   0.10   0.77
   0.17   0.72
   0.48   0.46
   0.68   0.37
   0.93   0.12
   1.07   0.02
   1.00   0.00
   0.88   0.00
   0.71   0.14
   0.24   0.75
   0.14   0.92
   0.12   0.94
   0.11   0.82
   0.77   0.22
   1.05   0.11
   0.77   0.22
   0.45   0.60
   0.38   0.68
   0.18   0.82
   0.10   0.95
   0.19   0.79
   0.22   0.84
   0.51   0.44
   0.41   0.55
   0.41   0.60
   0.82   0.04
   0.99   0.00
   0.95   0.00
   0.92   0.07
   0.28   0.62
   0.24   0.78
   0.15   0.75
   0.20   0.74
   1.06   0.04
   1.00   0.00
   1.05   0.00
   0.71   0.23
   0.04   0.94
   0.08   0.91
   0.02   0.98
   0.08   0.81
   0.13   0.87
   0.65   0.37
   0.23   0.87
   0.14   0.88
   0.81   0.09
   0.89   0.00
   0.99   0.00
   0.95   0.08
   0.15   0.83
   0.10   1.07
   0.31   0.68
   0.72   0.19
   0.93   0.00
   1.02   0.00
   0.96   0.00
   0.71   0.32
   0.08   0.90
   0.00   0.97
   0.00   1.00
   0.00   0.89
   0.01   0.98
   0.09   0.91
   0.02   1.00
   0.02   1.04
   0.53   0.48
   0.92   0.04
   0.87   0.03
   0.77   0.07
   0.16   0.74
   0.21   0.77
   0.34   0.65
   0.74   0.14
   0.96   0.01
   0.98   0.00
   0.97   0.01
   0.89   0.12
   0.05   0.97
   0.00   0.94
   0.00   1.04
   0.00   1.01
   0.00   1.05
   0.00   0.95
   0.02   0.95
   0.03   0.98
   0.14   0.86
   0.44   0.55
   0.21   0.77
   0.43   0.54
   0.66   0.32
   0.78   0.18
   0.98   0.06
   1.07   0.03
   0.88   0.06
   1.07   0.04
   0.91   0.04
   0.83   0.19
   0.03   0.96
   0.00   0.91
   0.01   0.85
   0.04   0.98
   0.04   0.95
   0.09   0.94
   0.43   0.46
   0.66   0.30
   0.30   0.74
   0.57   0.46
   0.23   0.63
   0.09   0.89
   0.15   0.80
   0.25   0.63
   0.61   0.47
   0.90   0.15
   1.03   0.03
   0.93   0.04
   0.82   0.20
   0.35   0.75
   0.01   0.95
   0.00   1.08
   0.05   0.89
   0.15   0.78
   0.34   0.75
   0.93   0.21
   0.86   0.10
   0.86   0.13
   0.64   0.20
   1.01   0.04
   0.43   0.53
   0.31   0.54
   0.60   0.29
   0.45   0.59
   0.47   0.53
   0.92   0.10
   0.83   0.02
   0.65   0.24
   0.35   0.74
   0.02   1.01
   0.01   0.92
   0.14   0.86
   0.28   0.72
   0.38   0.53
   0.49   0.38
   0.91   0.07
   0.96   0.00
   0.95   0.01
   0.90   0.00
   1.02   0.00
   0.87   0.13
   0.78   0.15
   1.08   0.01
   0.72   0.19
   0.81   0.06
   1.08   0.01
   1.00   0.06
   0.77   0.24
   0.27   0.61
   0.06   0.86
   0.17   0.75
   0.75   0.17
   0.94   0.20
   0.98   0.08
   1.05   0.01
   0.94   0.00
   0.93   0.00
   1.10   0.00
   0.97   0.03
   0.98   0.05
   1.04   0.01
   1.06   0.01
   1.11   0.00
   1.08   0.00
   0.95   0.00
   1.00   0.00
   0.92   0.05
   0.92   0.04
   0.86   0.07
   0.64   0.48
   0.41   0.57
   0.57   0.39
   0.80   0.22
   0.94   0.10
   0.94   0.11
   0.92   0.07
   0.87   0.12
   0.81   0.30
   0.49   0.45
   0.73   0.29
   0.64   0.32
   0.71   0.22
   1.05   0.06
   1.07   0.00
   0.93   0.00
   1.09   0.01
   0.38   0.61
   0.63   0.41
   0.95   0.03
   0.91   0.09
   0.66   0.14
   0.85   0.16
   0.77   0.18
   0.65   0.20
   0.63   0.42
   0.31   0.66
   0.53   0.43
   0.29   0.66
   0.08   0.98
   0.09   0.86
   0.07   0.95
   0.23   0.72
   0.67   0.26
   1.06   0.00
   0.91   0.10
   0.70   0.31
   0.05   0.85
   0.32   0.62
   0.87   0.16
   0.93   0.05
   0.96   0.02
   0.96   0.04
   0.81   0.19
   0.67   0.41
   0.60   0.39
   0.14   0.74
   0.23   0.85
   0.22   0.60
   0.08   0.95
   0.01   0.92
   0.00   1.00
   0.19   0.82
   0.89   0.13
   0.99   0.00
   0.93   0.11
   0.37   0.57
   0.02   0.93
   0.22   0.69
   0.69   0.31
   0.84   0.03
   1.06   0.03
   1.09   0.11
   0.32   0.60
   0.19   0.76
   0.37   0.64
   0.18   0.84
   0.15   0.95
   0.40   0.58
   0.32   0.70
   0.09   0.93
   0.13   0.94
   0.17   0.77
   0.58   0.38
   1.07   0.08
   0.96   0.18
   0.32   0.65
   0.14   0.71
   0.30   0.79
   0.54   0.34
   0.73   0.25
   0.80   0.23
   0.47   0.47
   0.05   1.11
   0.05   0.94
   0.11   0.90
   0.12   0.89
   0.07   1.03
   0.47   0.45
   0.76   0.21
   0.85   0.22
   0.70   0.33
   0.71   0.26
   0.89   0.15
   1.03   0.10
   0.68   0.34
   0.30   0.65
   0.14   0.81
   0.86   0.28
   0.93   0.06
   0.70   0.33
   0.43   0.57
   0.10   0.84
   0.00   1.06
   0.00   1.12
   0.00   1.00
   0.00   1.04
   0.34   0.71
   1.03   0.11
   1.05   0.00
   0.94   0.07
   0.76   0.19
   0.88   0.13
   0.96   0.04
   0.85   0.07
   0.40   0.51
   0.21   0.80
   0.45   0.63
   0.94   0.08
   1.09   0.00
   0.94   0.10
   0.30   0.71
   0.00   1.07
   0.00   1.09
   0.00   1.08
   0.00   1.04
   0.05   0.92
   0.43   0.55
   0.95   0.14
   1.06   0.01
   0.85   0.12
   1.00   0.02
   1.13   0.00
   1.03   0.00
   0.72   0.23
   0.13   0.84
   0.05   1.01
   0.59   0.43
   0.82   0.21
   0.91   0.00
   0.84   0.07
   0.69   0.31
   0.11   0.94
   0.00   0.89
   0.01   0.91
   0.05   0.96
   0.13   0.88
   0.15   0.84
   0.46   0.51
   0.78   0.20
   1.02   0.04
   0.90   0.00
   1.00   0.00
   0.82   0.17
   0.37   0.66
   0.06   0.97
   0.25   0.67
   0.73   0.30
   0.79   0.21
   0.81   0.03
   0.95   0.09
   0.82   0.26
   0.18   0.82
   0.04   0.90
   0.28   0.66
   0.33   0.53
   0.13   0.84
   0.01   0.94
   0.05   1.01
   0.45   0.62
   0.87   0.08
   0.93   0.00
   0.96   0.00
   0.80   0.23
   0.13   0.87
   0.17   0.93
   0.71   0.33
   0.73   0.29
   0.83   0.22
   0.60   0.32
   0.27   0.68
   0.34   0.75
   0.04   0.95
   0.27   0.73
   0.64   0.41
   0.86   0.16
   0.51   0.49
   0.19   0.88
   0.12   0.87
   0.38   0.62
   0.99   0.06
   0.93   0.01
   0.95   0.07
   0.90   0.16
   0.56   0.44
   0.60   0.40
   0.65   0.31
   0.85   0.13
   0.56   0.44
   0.54   0.55
   0.10   0.98
   0.03   1.01
   0.06   0.92
   0.64   0.30
   0.96   0.19
   0.92   0.18
   1.02   0.06
   0.93   0.12
   0.73   0.18
   0.76   0.29
   0.93   0.07
   0.93   0.04
   0.39   0.54
   0.46   0.39
   0.47   0.45
   0.57   0.36
   0.79   0.17
   0.77   0.13
   0.66   0.29
   0.69   0.34
   0.19   0.73
   0.09   0.89
   0.10   0.91
   0.65   0.30
   0.60   0.37
   0.95   0.11
   1.03   0.01
   1.00   0.03
   0.87   0.03
   0.95   0.05
   0.95   0.05
   0.89   0.09
   0.46   0.49
   0.32   0.71
   0.10   0.86
   0.58   0.40
   0.69   0.25
   0.96   0.00
   1.15   0.00
   0.81   0.13
   0.20   0.75
   0.07   0.97
   0.03   0.88
   0.32   0.66
   0.72   0.24
   0.77   0.17
   1.01   0.08
   0.70   0.22
   0.57   0.37
   1.00   0.02
   1.07   0.00
   0.89   0.02
   0.78   0.12
   0.36   0.60
   0.40   0.66
   0.75   0.22
   0.91   0.03
   1.03   0.00
   0.92   0.00
   1.06   0.04
   0.59   0.42
   0.08   0.88
   0.03   1.00
   0.05   0.90
   0.33   0.59
   0.26   0.63
   0.65   0.38
   0.30   0.72
   0.43   0.53
   0.94   0.04
   1.01   0.00
   0.96   0.00
   0.95   0.06
   0.31   0.73
   0.26   0.68
   0.84   0.26
   1.01   0.02
   0.98   0.00
   1.01   0.00
   1.03   0.00
   0.73   0.24
   0.03   0.95
   0.00   1.00
   0.00   0.96
   0.00   1.02
   0.02   1.02
   0.15   0.90
   0.02   1.07
   0.04   0.92
   0.47   0.71
   0.80   0.16
   0.83   0.20
   0.86   0.05
   0.78   0.20
   0.88   0.24
   0.98   0.10
   1.03   0.02
   0.85   0.18
   1.00   0.09
   0.79   0.33
   0.31   0.62
   0.00   0.92
   0.00   0.93
   0.02   0.89
   0.02   1.01
   0.00   1.08
   0.00   1.10
   0.04   0.86
   0.23   0.79
   0.47   0.56
   0.33   0.74
   0.28   0.75
   0.30   0.66
   0.68   0.41
   0.74   0.16
   0.95   0.05
   1.01   0.03
   0.57   0.37
   0.62   0.31
   0.74   0.16
   0.40   0.50
   0.01   0.91
   0.00   0.98
   0.00   0.99
   0.00   1.00
   0.05   1.00
   0.23   0.80
   0.45   0.47
   0.98   0.14
   0.84   0.18
   0.19   0.75
   0.16   0.71
   0.09   0.97
   0.15   0.82
   0.20   0.82
   0.43   0.53
   0.86   0.23
   0.43   0.57
   0.50   0.49
   0.85   0.17
   0.09   0.83
   0.01   0.95
   0.00   0.97
   0.00   0.90
   0.07   0.85
   0.13   0.98
   0.63   0.36
   0.79   0.14
   1.02   0.00
   1.13   0.03
   0.83   0.22
   0.61   0.42
   0.64   0.41
   0.54   0.53
   0.29   0.76
   0.41   0.61
   0.77   0.24
   0.47   0.42
   0.66   0.29
   0.25   0.83
   0.00   1.05
   0.01   1.12
   0.11   0.93
   0.21   0.86
   0.51   0.55
   0.46   0.43
   0.80   0.17
   1.02   0.01
   1.00   0.00
   1.04   0.00
   1.01   0.00
   1.05   0.05
   0.87   0.07
   0.99   0.04
   0.72   0.16
   0.64   0.25
   0.76   0.17
   0.69   0.27
   0.89   0.16
   0.28   0.65
   0.01   1.12
   0.02   1.07
   0.29   0.61
   0.57   0.40
   0.58   0.37
   0.70   0.16
   1.07   0.02
   1.09   0.01
   0.92   0.01
   0.94   0.00
   1.05   0.00
   0.90   0.00
   1.01   0.00
   1.07   0.00
   1.09   0.00
   1.05   0.06
   0.88   0.14
   0.49   0.43
   0.64   0.29
   0.73   0.37
   0.21   0.78
   0.10   0.93
   0.16   0.96
   0.28   0.66
   0.30   0.65
   0.44   0.46
   0.53   0.42
   0.62   0.37
   0.71   0.39
   0.78   0.19
   0.98   0.03
   1.03   0.05
   0.98   0.01
   1.05   0.00
   1.08   0.00
   1.02   0.00
   0.93   0.13
   0.12   0.97
   0.29   0.84
   0.66   0.40
   0.34   0.65
   0.35   0.67
   0.52   0.51
   0.27   0.59
   0.04   0.86
   0.05   1.01
   0.03   0.91
   0.08   0.82
   0.04   0.97
   0.09   0.81
   0.31   0.68
   0.40   0.59
   0.43   0.60
   0.84   0.21
   1.09   0.01
   0.96   0.09
   0.42   0.62
   0.00   0.98
   0.18   0.75
   0.71   0.37
   0.36   0.60
   0.63   0.52
   0.55   0.46
   0.22   0.83
   0.07   0.82
   0.07   0.85
   0.01   1.13
   0.01   0.98
   0.02   1.02
   0.02   1.08
   0.01   1.02
   0.10   0.92
   0.20   0.76
   0.60   0.35
   0.87   0.13
   0.92   0.17
   0.18   0.72
   0.00   1.04
   0.17   0.86
   0.59   0.32
   0.42   0.60
   0.57   0.38
   0.39   0.65
   0.15   0.82
   0.12   0.83
   0.07   0.86
   0.02   1.05
   0.18   0.80
   0.67   0.37
   0.39   0.68
   0.06   0.95
   0.24   0.74
   0.68   0.27
   0.78   0.28
   0.65   0.24
   0.82   0.22
   0.45   0.58
   0.09   0.83
   0.66   0.36
   0.91   0.07
   0.24   0.65
   0.24   0.84
   0.10   0.91
   0.05   0.98
   0.06   0.96
   0.02   0.97
   0.03   0.95
   0.20   0.80
   0.80   0.11
   0.93   0.12
   0.82   0.13
   0.85   0.10
   0.96   0.10
   0.97   0.06
   0.74   0.27
   0.50   0.67
   0.14   0.93
   0.26   0.76
   0.85   0.14
   1.01   0.05
   0.35   0.55
   0.11   1.01
   0.01   0.95
   0.00   1.05
   0.00   1.09
   0.00   1.04
   0.04   0.85
   0.45   0.55
   0.80   0.15
   1.06   0.00
   0.92   0.04
   0.88   0.14
   0.89   0.15
   1.02   0.09
   0.71   0.25
   0.48   0.56
   0.06   0.98
   0.76   0.17
   0.95   0.03
   0.93   0.05
   0.71   0.27
   0.13   0.93
   0.00   1.14
   0.00   0.93
   0.01   0.95
   0.08   0.86
   0.34   0.64
   0.52   0.37
   0.86   0.09
   0.97   0.00
   0.92   0.04
   0.99   0.01
   0.98   0.00
   0.96   0.06
   0.42   0.65
   0.05   1.01
   0.24   0.74
   0.81   0.08
   0.72   0.23
   0.63   0.35
   0.80   0.25
   0.45   0.46
   0.07   0.98
   0.00   1.02
   0.02   1.16
   0.15   0.80
   0.47   0.53
   0.73   0.13
   0.83   0.15
   0.94   0.11
   1.08   0.03
   1.09   0.00
   0.90   0.00
   0.71   0.24
   0.06   0.93
   0.25   0.71
   0.63   0.28
   0.91   0.03
   0.55   0.28
   0.40   0.51
   0.42   0.56
   0.22   0.65
   0.04   1.04
   0.14   0.86
   0.55   0.42
   0.61   0.30
   0.34   0.59
   0.27   0.66
   0.28   0.87
   0.15   0.85
   0.60   0.39
   0.98   0.02
   0.91   0.01
   0.59   0.37
   0.11   0.91
   0.46   0.46
   1.01   0.03
   1.02   0.01
   1.03   0.02
   0.59   0.32
   0.05   0.96
   0.06   0.87
   0.07   0.94
   0.55   0.46
   0.95   0.08
   0.86   0.04
   0.84   0.24
   0.48   0.52
   0.12   0.79
   0.03   0.96
   0.52   0.52
   0.95   0.10
   0.92   0.10
   0.88   0.14
   0.68   0.28
   0.94   0.13
   0.97   0.01
   1.05   0.00
   1.08   0.03
   0.81   0.29
   0.06   1.04
   0.00   1.07
   0.15   0.94
   0.97   0.13
   1.07   0.00
   1.15   0.00
   1.06   0.01
   0.89   0.12
   0.30   0.65
   0.24   0.86
   0.43   0.51
   0.64   0.30
   0.44   0.61
   0.31   0.63
   0.46   0.45
   0.89   0.07
   1.03   0.00
   0.96   0.00
   0.94   0.01
   0.57   0.35
   0.06   0.91
   0.00   0.99
   0.17   0.76
   0.81   0.19
   0.85   0.00
   1.06   0.00
   1.19   0.00
   0.98   0.09
   0.83   0.11
   0.88   0.18
   0.74   0.24
   0.63   0.31
   0.61   0.49
   0.30   0.77
   0.08   1.01
   0.69   0.14
   0.95   0.00
   0.92   0.00
   1.07   0.02
   0.35   0.71
   0.04   1.10
   0.00   1.14
   0.03   0.95
   0.34   0.59
   0.97   0.05
   1.02   0.02
   0.96   0.03
   0.87   0.17
   0.88   0.20
