   Vol_A   Vol_B
   0.27   0.70
   0.00   0.97
   0.00   1.04
   0.01   0.99
   0.09   0.92
   0.05   0.94
   0.00   1.00
   0.00   1.04
   0.00   1.00
   0.00   1.03
   0.11   0.87
   0.41   0.57
   0.43   0.57
   0.15   0.84
   0.02   0.99
   0.44   0.57
   0.48   0.50
   0.06   0.94
   0.11   0.88
   0.27   0.75
   0.05   0.99
   0.00   0.95
   0.00   1.04
   0.00   1.01
   0.00   1.03
   0.00   1.01
   0.00   1.00
   0.00   1.00
   0.00   1.00
   0.01   0.98
   0.14   0.86
   0.78   0.20
   0.79   0.26
   0.35   0.67
   0.31   0.66
   0.36   0.61
   0.31   0.70
   0.04   0.92
   0.00   0.97
   0.03   0.98
   0.09   0.91
   0.00   0.99
   0.00   1.01
   0.00   1.01
   0.01   0.99
   0.01   0.97
   0.00   0.97
   0.00   1.00
   0.02   0.98
   0.18   0.81
   0.69   0.33
   0.90   0.06
   0.95   0.04
   0.71   0.30
   0.83   0.16
   0.83   0.17
   0.62   0.40
   0.01   1.02
   0.00   1.03
   0.07   0.97
   0.19   0.82
   0.02   1.01
   0.06   0.94
   0.14   0.86
   0.22   0.78
   0.19   0.82
   0.04   0.97
   0.05   0.96
   0.35   0.65
   0.47   0.52
   0.89   0.11
   1.01   0.00
   0.95   0.03
   0.81   0.20
   0.84   0.17
   0.82   0.17
   0.22   0.76
   0.03   0.94
   0.16   0.83
   0.10   0.90
   0.42   0.55
   0.33   0.67
   0.63   0.34
   0.87   0.13
   0.68   0.31
   0.91   0.08
   0.66   0.33
   0.60   0.39
   0.79   0.21
   0.26   0.75
   0.53   0.46
   0.74   0.22
   0.63   0.35
   0.61   0.38
   0.51   0.49
   0.80   0.17
   0.35   0.62
   0.14   0.87
   0.49   0.50
   0.60   0.40
   0.92   0.10
   0.88   0.10
   0.97   0.02
   0.97   0.01
   0.89   0.07
   1.03   0.00
   0.98   0.00
   1.00   0.00
   0.92   0.06
   0.50   0.47
   0.19   0.82
   0.05   0.94
   0.15   0.86
   0.07   0.96
   0.17   0.77
   0.77   0.23
   0.66   0.35
   0.64   0.36
   0.91   0.09
   0.93   0.07
   1.01   0.00
   1.01   0.00
   0.98   0.00
   0.95   0.01
   0.82   0.17
   0.84   0.15
   0.96   0.02
   1.02   0.01
   0.96   0.04
   0.94   0.06
   0.70   0.34
   0.02   0.94
   0.01   0.99
   0.01   1.00
   0.42   0.56
   0.77   0.24
   0.78   0.25
   0.38   0.61
   0.83   0.20
   0.82   0.16
   0.99   0.02
   0.98   0.00
   0.98   0.02
   0.65   0.38
   0.11   0.90
   0.33   0.66
   0.66   0.34
   0.87   0.11
   0.69   0.29
   0.83   0.18
   0.58   0.43
   0.28   0.70
   0.04   0.97
   0.04   0.97
   0.57   0.41
   0.69   0.32
   0.14   0.85
   0.04   0.97
   0.11   0.88
   0.35   0.68
   0.99   0.06
   0.96   0.06
   0.68   0.33
   0.17   0.84
   0.00   0.99
   0.10   0.88
   0.67   0.34
   0.76   0.24
   0.25   0.77
   0.49   0.53
   0.85   0.15
   0.77   0.26
   0.49   0.47
   0.48   0.51
   0.82   0.18
   0.52   0.47
   0.02   0.95
   0.00   0.99
   0.00   0.99
   0.02   1.00
   0.64   0.33
   0.72   0.24
   0.60   0.39
   0.18   0.85
   0.00   1.02
   0.01   0.99
   0.12   0.83
   0.14   0.89
   0.06   0.91
   0.15   0.81
   0.38   0.61
   0.22   0.79
   0.51   0.48
   0.76   0.24
   0.70   0.30
   0.44   0.57
   0.03   0.97
   0.00   0.97
   0.00   1.00
   0.00   1.02
   0.06   0.91
   0.25   0.72
   0.28   0.74
   0.03   0.96
   0.00   0.98
   0.00   1.01
   0.00   1.01
   0.00   1.01
   0.00   1.02
   0.06   0.95
   0.39   0.62
   0.52   0.47
   0.43   0.58
   0.76   0.23
   0.52   0.49
   0.12   0.87
   0.00   1.02
   0.00   1.00
   0.00   1.01
   0.00   0.97
   0.00   0.99
   0.02   0.98
   0.04   1.01
   0.01   1.03
   0.01   1.04
   0.00   0.98
   0.00   0.99
   0.00   0.98
   0.00   1.02
   0.05   0.98
   0.30   0.70
   0.85   0.11
   1.00   0.05
   0.76   0.22
   0.12   0.86
   0.00   1.03
   0.00   1.00
   0.00   1.03
   0.00   0.99
   0.00   1.02
   0.00   1.01
   0.00   0.96
   0.02   0.97
   0.15   0.85
   0.41   0.55
   0.47   0.52
   0.07   0.97
   0.00   1.01
   0.00   1.02
   0.00   1.00
   0.06   0.95
   0.56   0.42
   0.77   0.19
   0.89   0.11
   0.19   0.82
   0.03   0.97
   0.00   0.99
   0.00   1.02
   0.00   1.01
   0.09   0.93
   0.11   0.90
   0.01   1.03
   0.06   0.95
   0.51   0.50
   0.94   0.08
   0.75   0.26
   0.30   0.67
   0.05   0.96
   0.00   1.02
   0.00   0.98
   0.09   0.93
   0.45   0.59
   0.52   0.49
   0.87   0.10
   0.82   0.18
   0.47   0.54
   0.03   0.94
   0.00   0.99
   0.01   1.01
   0.06   0.96
   0.05   0.96
   0.02   0.96
   0.07   0.87
   0.74   0.27
   0.95   0.01
   1.03   0.01
   0.87   0.14
   0.16   0.81
   0.02   1.00
   0.00   1.06
   0.00   0.98
   0.04   1.01
   0.41   0.58
   0.94   0.03
   1.03   0.00
   0.84   0.15
   0.23   0.77
   0.00   1.03
   0.05   0.95
   0.04   0.92
   0.08   0.93
   0.23   0.75
   0.28   0.71
   0.75   0.20
   0.98   0.01
   0.97   0.02
   0.92   0.10
   0.45   0.51
   0.14   0.86
   0.03   0.94
   0.03   0.97
   0.06   0.93
   0.68   0.33
   1.03   0.01
   1.02   0.00
   0.86   0.15
   0.21   0.77
   0.11   0.91
   0.24   0.75
   0.36   0.62
   0.50   0.52
   0.62   0.36
   0.65   0.37
   0.92   0.11
   0.94   0.10
   0.93   0.06
   0.90   0.12
   0.88   0.10
   0.76   0.23
   0.60   0.43
   0.64   0.35
   0.40   0.58
   0.70   0.27
   1.00   0.01
   1.02   0.00
   0.84   0.18
   0.17   0.81
   0.72   0.33
   0.51   0.53
   0.71   0.30
   0.97   0.04
   1.01   0.00
   0.93   0.03
   0.98   0.00
   1.00   0.00
   1.01   0.00
   0.98   0.02
   0.97   0.00
   0.92   0.08
   0.95   0.04
   0.96   0.03
   0.79   0.18
   0.81   0.15
   0.93   0.06
   0.94   0.09
   0.86   0.15
   0.78   0.25
   0.92   0.05
   0.99   0.02
   0.95   0.04
   0.93   0.07
   0.89   0.12
   0.80   0.17
   0.84   0.13
   0.97   0.04
   0.95   0.08
   0.85   0.16
   0.86   0.17
   0.51   0.50
   0.38   0.62
   0.65   0.37
   0.84   0.17
   0.76   0.22
   0.75   0.23
   0.51   0.48
   0.76   0.25
   0.97   0.03
   1.03   0.01
   0.98   0.00
   0.96   0.07
   0.39   0.62
   0.10   0.90
   0.14   0.90
   0.28   0.73
   0.42   0.57
   0.47   0.57
   0.33   0.67
   0.12   0.86
   0.16   0.82
   0.14   0.83
   0.54   0.41
   0.82   0.16
   0.87   0.14
   0.84   0.18
   0.17   0.82
   0.55   0.46
   0.93   0.06
   0.87   0.15
   0.86   0.13
   0.83   0.14
   0.26   0.75
   0.00   0.97
   0.00   1.05
   0.01   1.03
   0.02   0.99
   0.02   0.97
   0.02   0.96
   0.01   0.99
   0.04   1.00
   0.10   0.92
   0.30   0.71
   0.94   0.08
   0.97   0.07
   0.74   0.30
   0.07   0.92
   0.36   0.64
   0.82   0.18
   0.19   0.82
   0.16   0.84
   0.22   0.81
   0.06   0.98
   0.00   0.99
   0.00   0.99
   0.03   0.99
   0.03   0.95
   0.01   0.94
   0.00   1.01
   0.00   0.95
   0.02   1.00
   0.15   0.85
   0.31   0.69
   0.88   0.13
   0.85   0.14
   0.52   0.47
   0.16   0.85
   0.09   0.97
   0.29   0.69
   0.00   1.05
   0.00   1.00
   0.00   0.95
   0.00   0.99
   0.00   1.00
   0.00   1.06
   0.00   1.01
   0.01   1.01
   0.00   0.96
   0.00   0.97
   0.00   1.01
   0.01   1.05
   0.05   0.92
   0.36   0.69
   0.91   0.08
   0.98   0.02
   0.87   0.09
   0.60   0.41
   0.13   0.83
   0.18   0.84
   0.00   1.00
   0.00   1.00
   0.00   0.99
   0.00   1.05
   0.02   0.99
   0.05   0.96
   0.08   0.92
   0.06   0.94
   0.05   0.97
   0.03   0.98
   0.00   1.01
   0.01   1.01
   0.02   0.96
   0.39   0.58
   0.95   0.05
   0.99   0.00
   0.93   0.06
   0.50   0.51
   0.32   0.66
   0.06   0.94
   0.00   1.00
   0.00   1.00
   0.01   0.97
   0.17   0.85
   0.29   0.69
   0.62   0.36
   0.81   0.22
   0.30   0.68
   0.45   0.55
   0.49   0.54
   0.41   0.63
   0.25   0.74
   0.03   0.97
   0.56   0.41
   0.91   0.08
   0.78   0.19
   0.67   0.37
   0.11   0.85
   0.39   0.61
   0.20   0.81
   0.02   0.99
   0.09   0.88
   0.32   0.67
   0.46   0.50
   0.92   0.09
   0.98   0.00
   0.98   0.01
   0.67   0.35
   0.78   0.22
   0.89   0.11
   1.02   0.01
   0.79   0.19
   0.20   0.82
   0.36   0.59
   0.54   0.45
   0.18   0.81
   0.06   0.93
   0.20   0.82
   0.69   0.27
   0.29   0.67
   0.47   0.55
   0.90   0.12
   0.82   0.19
   0.87   0.18
   1.00   0.02
   1.00   0.00
   0.93   0.04
   0.77   0.23
   0.82   0.16
   0.97   0.04
   0.98   0.00
   1.01   0.01
