   Vol_A   Vol_B
   0.95   0.05
   0.95   0.08
   1.00   0.00
   1.02   0.00
   0.93   0.11
   0.11   0.86
   0.06   0.99
   0.86   0.12
   1.01   0.00
   0.99   0.00
   1.01   0.00
   1.00   0.00
   0.98   0.00
   1.02   0.00
   0.97   0.00
   1.02   0.00
   1.01   0.02
   0.93   0.06
   0.53   0.46
   0.19   0.79
   0.29   0.70
   0.55   0.45
   0.81   0.21
   0.75   0.24
   0.52   0.48
   0.05   0.98
   0.15   0.87
   0.91   0.14
   1.01   0.00
   0.99   0.00
   1.03   0.00
   0.99   0.00
   0.98   0.00
   1.00   0.00
   1.00   0.00
   0.99   0.00
   1.01   0.00
   0.98   0.00
   0.82   0.19
   0.24   0.72
   0.01   1.01
   0.12   0.89
   0.07   0.92
   0.04   0.95
   0.04   0.93
   0.01   0.97
   0.33   0.66
   0.87   0.15
   1.00   0.00
   1.00   0.01
   1.01   0.01
   1.02   0.00
   0.98   0.00
   0.96   0.04
   0.99   0.02
   1.01   0.00
   1.01   0.00
   0.98   0.00
   0.94   0.07
   0.50   0.44
   0.02   0.97
   0.02   1.00
   0.00   0.99
   0.00   0.99
   0.00   1.01
   0.00   1.04
   0.14   0.87
   0.92   0.09
   1.01   0.00
   0.89   0.11
   0.82   0.19
   0.97   0.02
   0.96   0.04
   0.79   0.22
   0.65   0.36
   0.84   0.15
   1.03   0.01
   1.01   0.00
   0.95   0.06
   0.39   0.63
   0.06   0.93
   0.00   1.03
   0.00   1.03
   0.00   1.02
   0.00   0.97
   0.08   0.90
   0.43   0.56
   0.88   0.12
   0.90   0.10
   0.44   0.57
   0.45   0.55
   0.96   0.03
   0.97   0.05
   0.39   0.54
   0.22   0.79
   0.73   0.25
   1.01   0.04
   0.98   0.00
   0.95   0.02
   0.38   0.58
   0.15   0.86
   0.10   0.89
   0.03   0.95
   0.07   0.92
   0.44   0.55
   0.65   0.37
   0.88   0.12
   0.59   0.43
   0.21   0.77
   0.04   0.97
   0.41   0.62
   0.97   0.04
   0.98   0.02
   0.79   0.24
   0.78   0.25
   0.82   0.16
   0.98   0.03
   1.03   0.00
   1.00   0.00
   0.93   0.08
   0.88   0.12
   0.87   0.12
   0.81   0.17
   0.87   0.16
   0.82   0.15
   0.96   0.04
   0.92   0.09
   0.29   0.68
   0.01   1.00
   0.00   1.00
   0.14   0.82
   0.83   0.17
   1.02   0.01
   0.80   0.15
   0.45   0.55
   0.48   0.50
   0.81   0.18
   1.01   0.01
   0.97   0.00
   1.02   0.00
   0.96   0.02
   0.87   0.13
   0.74   0.26
   0.84   0.16
   0.67   0.31
   0.93   0.09
   0.75   0.26
   0.02   0.99
   0.00   0.99
   0.00   1.01
   0.21   0.78
   0.85   0.17
   0.93   0.08
   0.86   0.14
   0.17   0.82
   0.21   0.80
   0.26   0.74
   0.66   0.35
   0.96   0.04
   1.00   0.05
   0.76   0.23
   0.17   0.81
   0.08   0.95
   0.20   0.81
   0.26   0.71
   0.54   0.49
   0.14   0.87
   0.19   0.81
   0.05   0.95
   0.11   0.88
   0.78   0.24
   0.94   0.08
   0.90   0.07
   0.65   0.35
   0.04   1.00
   0.00   1.03
   0.02   0.99
   0.31   0.66
   0.70   0.31
   0.59   0.41
   0.13   0.90
   0.01   0.97
   0.00   1.00
   0.04   0.99
   0.15   0.85
   0.32   0.67
   0.33   0.65
   0.80   0.20
   0.42   0.52
   0.51   0.47
   0.90   0.10
   0.90   0.05
   0.88   0.11
   0.77   0.24
   0.22   0.81
   0.04   0.99
   0.00   0.99
   0.07   0.94
   0.40   0.61
   0.27   0.73
   0.03   0.99
   0.03   0.96
   0.09   0.91
   0.13   0.88
   0.49   0.53
   0.51   0.49
   0.82   0.20
   0.87   0.14
   0.82   0.19
   0.80   0.18
   0.81   0.21
   0.84   0.15
   0.91   0.11
   0.82   0.16
   0.83   0.16
   0.62   0.43
   0.22   0.76
   0.24   0.76
   0.81   0.16
   0.74   0.27
   0.31   0.68
   0.07   0.92
   0.51   0.48
   0.80   0.23
   0.91   0.10
   0.90   0.10
   0.87   0.11
   1.00   0.02
   0.75   0.27
   0.50   0.51
   0.41   0.61
   0.84   0.16
   0.94   0.07
   0.80   0.16
   0.74   0.24
   0.90   0.10
   0.86   0.12
   0.68   0.32
   0.82   0.19
   0.99   0.01
   0.85   0.14
   0.45   0.56
   0.77   0.19
   0.99   0.04
   0.73   0.26
   0.93   0.08
   0.95   0.01
   0.90   0.10
   0.48   0.51
   0.12   0.85
   0.13   0.88
   0.61   0.37
   0.59   0.40
   0.46   0.49
   0.47   0.49
   0.78   0.21
   0.85   0.14
   0.36   0.69
   0.48   0.51
   0.96   0.01
   0.98   0.02
   0.85   0.16
   0.94   0.05
   0.99   0.03
   0.92   0.07
   1.00   0.03
   0.98   0.00
   0.59   0.39
   0.18   0.82
   0.12   0.86
   0.08   0.95
   0.17   0.79
   0.02   0.96
   0.07   0.94
   0.19   0.82
   0.28   0.72
   0.36   0.64
   0.07   0.90
   0.18   0.80
   0.93   0.07
   1.00   0.01
   0.97   0.01
   0.99   0.00
   0.97   0.01
   1.00   0.02
   1.03   0.00
   0.90   0.04
   0.13   0.86
   0.19   0.82
   0.52   0.44
   0.93   0.10
   0.88   0.07
   0.30   0.64
   0.03   0.91
   0.00   1.02
   0.02   1.01
   0.06   0.94
   0.05   0.94
   0.35   0.67
   0.73   0.28
   0.90   0.09
   0.80   0.19
   0.90   0.11
   0.62   0.36
   0.41   0.58
   0.36   0.67
   0.16   0.86
   0.18   0.81
   0.83   0.18
   0.96   0.04
   0.99   0.00
   1.03   0.00
   0.80   0.21
   0.28   0.76
   0.19   0.80
   0.42   0.63
   0.49   0.51
   0.16   0.85
   0.07   0.94
   0.37   0.64
   0.81   0.12
   0.83   0.14
   0.89   0.11
   0.73   0.25
   0.31   0.70
   0.14   0.89
   0.00   1.00
   0.28   0.68
   0.98   0.02
   1.03   0.00
   0.96   0.04
   0.95   0.05
   0.97   0.03
   0.81   0.18
   0.83   0.16
   0.99   0.03
   0.93   0.06
   0.78   0.18
   0.10   0.89
   0.06   0.90
   0.83   0.15
   1.01   0.00
   1.02   0.00
   1.02   0.01
   0.53   0.50
   0.01   1.00
   0.00   0.98
   0.61   0.39
   0.97   0.01
   0.99   0.00
   0.85   0.16
   0.91   0.11
   1.01   0.00
   1.02   0.00
   1.01   0.00
   1.02   0.00
   1.02   0.00
   0.83   0.18
   0.27   0.78
   0.11   0.85
   0.79   0.19
   0.98   0.00
   0.99   0.00
   0.97   0.00
   0.75   0.24
   0.05   0.97
   0.06   0.92
   0.85   0.13
   0.99   0.00
   1.00   0.00
   1.03   0.00
   1.03   0.00
   0.99   0.00
   0.99   0.00
   1.01   0.00
   0.99   0.00
   0.98   0.00
   0.66   0.34
   0.12   0.87
   0.18   0.83
   0.68   0.30
   1.01   0.00
   1.01   0.00
   1.05   0.00
   0.87   0.12
   0.26   0.70
   0.11   0.88
   0.96   0.04
   1.04   0.00
   1.02   0.00
   1.01   0.00
   0.97   0.00
   0.94   0.03
   0.95   0.03
   0.96   0.02
   0.98   0.00
   1.01   0.00
   0.80   0.22
   0.15   0.84
   0.18   0.84
   0.86   0.13
   0.99   0.01
   1.00   0.00
   0.98   0.00
   0.80   0.20
   0.08   0.90
   0.04   0.94
   1.01   0.04
   0.98   0.00
   1.03   0.01
   0.95   0.04
   0.98   0.05
   0.88   0.12
   0.92   0.10
   0.97   0.00
   0.96   0.00
   1.02   0.00
   0.78   0.25
   0.26   0.72
   0.11   0.88
   0.46   0.54
   0.83   0.18
   0.88   0.12
   0.74   0.24
   0.76   0.27
   0.16   0.86
   0.05   0.98
   0.92   0.10
   0.99   0.00
   0.96   0.05
   0.89   0.11
   0.91   0.09
   0.96   0.03
   0.99   0.01
   1.02   0.00
   0.96   0.00
   1.02   0.00
   0.98   0.02
   0.84   0.14
   0.59   0.45
   0.31   0.70
   0.49   0.52
   0.27   0.73
   0.12   0.88
   0.06   0.95
   0.02   0.93
   0.24   0.80
   0.90   0.11
   0.97   0.02
   0.91   0.07
   0.93   0.10
   0.96   0.06
   0.99   0.01
   1.02   0.00
   0.97   0.00
   0.97   0.00
   1.02   0.00
   0.98   0.00
   0.98   0.01
   0.42   0.61
   0.06   0.94
   0.07   0.90
   0.00   0.98
   0.00   1.01
   0.00   1.00
   0.00   0.99
   0.13   0.87
   0.91   0.09
   0.94   0.08
   0.96   0.05
   1.02   0.02
   1.04   0.00
   0.99   0.00
   0.87   0.13
   0.63   0.39
   0.82   0.18
   0.98   0.02
   1.03   0.00
   0.89   0.12
   0.25   0.73
   0.02   0.97
   0.00   0.99
   0.00   0.98
   0.02   0.98
   0.06   0.94
   0.13   0.87
   0.32   0.65
   0.88   0.14
   0.60   0.38
   0.43   0.53
   0.70   0.26
   0.97   0.04
   0.83   0.18
   0.20   0.79
   0.09   0.95
   0.39   0.57
   0.97   0.02
   1.00   0.00
   1.01   0.03
   0.47   0.51
   0.05   0.93
   0.00   1.01
   0.01   1.00
   0.18   0.83
   0.69   0.28
   0.87   0.12
   0.95   0.06
   0.27   0.70
   0.07   0.89
   0.06   0.97
   0.40   0.59
   0.65   0.34
   0.48   0.52
   0.17   0.86
   0.12   0.86
   0.50   0.49
   0.99   0.04
   1.03   0.00
   1.00   0.00
   0.93   0.07
   0.66   0.33
   0.40   0.56
   0.26   0.72
   0.51   0.49
   0.83   0.18
   0.78   0.17
   0.61   0.42
   0.03   0.97
   0.00   1.00
   0.00   1.00
   0.09   0.93
   0.32   0.64
   0.33   0.64
   0.07   0.91
   0.03   1.00
   0.23   0.77
   0.91   0.08
   0.98   0.01
   1.02   0.01
   0.99   0.02
   0.89   0.13
   0.58   0.45
   0.18   0.83
   0.39   0.57
   0.23   0.76
   0.14   0.86
   0.26   0.75
   0.00   1.03
   0.00   0.94
   0.00   0.99
   0.14   0.87
   0.59   0.40
   0.34   0.68
   0.22   0.78
   0.01   1.01
   0.03   0.94
   0.51   0.49
   0.69   0.33
   0.74   0.25
   0.82   0.17
   0.44   0.54
   0.11   0.87
   0.03   0.95
   0.01   0.98
   0.00   0.99
   0.04   1.00
   0.01   0.99
   0.01   0.96
   0.00   0.99
   0.02   1.05
   0.17   0.84
   0.26   0.74
   0.11   0.94
   0.04   0.97
   0.01   0.98
   0.00   1.03
   0.03   0.96
   0.16   0.84
   0.41   0.55
   0.38   0.60
   0.05   0.94
   0.00   1.00
   0.02   1.02
   0.02   0.97
   0.00   1.04
   0.00   1.04
   0.00   1.03
   0.16   0.84
   0.06   0.94
   0.06   0.98
   0.23   0.77
   0.24   0.77
   0.08   0.93
   0.03   0.98
   0.00   1.00
   0.04   0.98
   0.01   1.02
   0.01   1.01
   0.08   0.90
   0.23   0.77
   0.15   0.86
   0.15   0.88
   0.22   0.77
   0.07   0.94
   0.05   0.97
   0.06   0.95
   0.13   0.87
   0.18   0.80
   0.16   0.83
   0.07   0.90
   0.13   0.83
   0.27   0.78
   0.24   0.74
   0.32   0.67
   0.07   0.92
   0.37   0.65
   0.23   0.75
   0.52   0.49
   0.71   0.29
   0.87   0.11
   0.79   0.18
   0.57   0.41
   0.76   0.25
   0.33   0.68
   0.10   0.88
   0.10   0.88
   0.10   0.87
   0.75   0.25
   0.25   0.75
   0.05   0.95
   0.18   0.85
   0.63   0.35
   0.82   0.20
   0.47   0.53
   0.07   0.96
   0.49   0.52
   0.84   0.13
   0.93   0.08
   0.99   0.02
   0.98   0.00
   0.96   0.02
   0.87   0.14
   0.92   0.07
   0.63   0.34
   0.08   0.92
   0.22   0.77
   0.73   0.27
   0.87   0.11
   0.19   0.82
   0.06   0.93
   0.31   0.68
   0.95   0.06
   0.90   0.12
   0.24   0.76
   0.01   0.97
   0.23   0.80
   0.45   0.53
   0.87   0.13
   0.91   0.09
   0.99   0.00
   1.04   0.00
   1.05   0.00
   0.92   0.06
   0.46   0.54
   0.16   0.82
   0.64   0.35
   0.97   0.01
   0.50   0.50
   0.06   0.93
   0.27   0.74
   0.62   0.37
   0.80   0.21
   0.23   0.75
   0.01   0.98
   0.00   0.99
   0.02   0.99
   0.07   0.91
   0.72   0.28
   0.78   0.22
   0.93   0.07
   1.01   0.00
   1.02   0.01
   0.96   0.04
   0.57   0.43
   0.37   0.60
   0.94   0.09
   0.77   0.21
   0.30   0.72
   0.78   0.20
   0.95   0.01
   0.97   0.00
   0.98   0.03
   0.24   0.76
   0.02   0.98
   0.00   0.99
   0.00   1.01
   0.04   0.96
   0.54   0.45
   0.82   0.18
   0.59   0.42
   0.41   0.58
   0.28   0.68
   0.37   0.65
   0.06   0.92
   0.02   0.96
   0.11   0.88
   0.13   0.87
   0.46   0.56
   0.91   0.06
   1.05   0.00
   1.00   0.00
   0.99   0.02
   0.76   0.21
   0.20   0.77
   0.27   0.77
   0.46   0.54
   0.15   0.86
   0.05   0.93
   0.02   0.98
   0.08   0.91
   0.19   0.83
   0.40   0.60
   0.34   0.61
   0.26   0.73
   0.04   0.95
   0.01   1.00
   0.00   1.00
   0.43   0.58
   0.99   0.01
   1.00   0.00
   1.03   0.01
   0.99   0.00
   0.95   0.07
   0.59   0.43
   0.61   0.38
   0.95   0.04
   0.74   0.24
   0.37   0.60
   0.03   0.99
   0.10   0.91
   0.57   0.43
   0.92   0.07
   0.86   0.12
   0.82   0.18
   0.36   0.64
   0.00   1.00
   0.01   0.98
   0.74   0.28
   1.02   0.00
   1.02   0.00
   0.91   0.06
   1.02   0.00
   0.99   0.03
   0.47   0.53
   0.47   0.51
   0.93   0.04
   1.00   0.01
   0.50   0.50
   0.06   0.93
   0.34   0.64
   0.84   0.15
   1.05   0.00
   0.99   0.01
   0.95   0.02
   0.73   0.28
   0.07   0.95
   0.21   0.80
   0.79   0.20
   1.00   0.00
   0.96   0.00
   0.99   0.00
   0.99   0.02
   0.81   0.18
   0.47   0.55
   0.64   0.37
   0.97   0.04
   0.96   0.01
   0.47   0.52
   0.28   0.71
   0.25   0.78
   0.80   0.18
   1.02   0.00
   0.97   0.00
   0.98   0.00
   0.94   0.07
   0.44   0.53
   0.24   0.74
   0.69   0.35
   1.04   0.00
   1.02   0.00
   0.97   0.01
   0.85   0.18
   0.44   0.58
   0.34   0.64
   0.41   0.59
   0.93   0.09
   0.95   0.02
   0.76   0.23
   0.29   0.73
   0.39   0.61
   0.78   0.21
   0.97   0.00
   0.99   0.00
   1.02   0.00
   0.95   0.03
   0.57   0.41
   0.12   0.87
   0.89   0.09
   1.00   0.00
   0.98   0.06
   0.67   0.32
   0.22   0.77
   0.20   0.81
   0.30   0.72
   0.61   0.36
   0.87   0.16
   0.98   0.04
   0.99   0.05
   0.72   0.27
   0.69   0.34
   0.98   0.07
   0.95   0.04
   0.92   0.07
   0.86   0.13
   0.86   0.15
   0.29   0.71
   0.14   0.87
   0.99   0.06
   0.82   0.12
   0.40   0.56
   0.16   0.82
   0.19   0.82
   0.56   0.45
   0.91   0.09
   0.86   0.09
   0.98   0.04
   0.94   0.07
   0.99   0.03
   1.01   0.00
   0.97   0.02
   0.84   0.17
   0.45   0.53
   0.30   0.69
   0.14   0.88
   0.24   0.79
   0.25   0.72
   0.46   0.55
   0.81   0.17
   0.50   0.47
   0.16   0.84
   0.38   0.62
   0.76   0.25
   0.93   0.06
   0.95   0.00
   1.00   0.00
   0.98   0.00
   0.99   0.01
   1.03   0.00
   0.99   0.01
   0.79   0.21
   0.40   0.55
   0.00   0.98
   0.00   1.00
   0.00   1.02
   0.00   1.01
   0.13   0.85
   0.47   0.51
   0.38   0.64
   0.17   0.84
   0.51   0.47
   0.80   0.20
   0.97   0.00
   0.93   0.02
   0.93   0.05
   0.97   0.06
   0.93   0.04
   1.01   0.01
   0.99   0.00
   0.98   0.05
   0.68   0.29
   0.19   0.78
   0.00   1.01
   0.00   0.98
   0.01   1.01
   0.07   0.94
   0.17   0.83
   0.41   0.61
   0.41   0.61
   0.08   0.89
   0.22   0.76
   0.68   0.32
   0.78   0.21
   0.31   0.69
   0.16   0.79
   0.34   0.67
   0.66   0.38
   0.99   0.01
   0.98   0.00
   0.91   0.11
   0.65   0.36
   0.13   0.89
   0.00   0.98
   0.00   1.02
   0.17   0.80
   0.69   0.32
   0.84   0.17
   0.68   0.33
   0.05   0.94
   0.01   0.98
   0.04   0.98
   0.32   0.68
   0.38   0.64
   0.03   0.95
   0.00   1.01
   0.01   1.01
   0.31   0.70
   0.80   0.17
   0.99   0.01
   0.86   0.13
   0.52   0.50
   0.49   0.49
   0.03   0.97
   0.05   0.94
   0.17   0.82
   0.67   0.33
   0.71   0.29
   0.26   0.77
   0.00   0.95
   0.00   1.01
   0.00   1.04
   0.10   0.90
   0.10   0.91
   0.01   0.96
   0.00   0.99
   0.00   0.98
   0.20   0.78
   0.75   0.20
   0.97   0.02
   0.76   0.26
   0.23   0.77
   0.19   0.79
   0.02   0.94
   0.03   0.97
   0.05   0.96
   0.09   0.89
   0.04   0.97
   0.01   0.98
   0.00   0.98
   0.00   0.99
   0.00   0.98
   0.00   1.00
   0.06   0.95
   0.02   0.97
   0.00   0.97
   0.00   0.99
   0.05   0.97
   0.69   0.33
   0.61   0.38
   0.15   0.87
   0.08   0.95
   0.02   0.98
   0.00   1.02
   0.00   0.95
   0.00   1.02
   0.00   0.99
   0.00   1.00
   0.00   0.97
   0.00   1.03
   0.00   0.97
   0.00   1.01
   0.00   1.00
   0.00   1.00
   0.00   1.05
   0.00   1.00
   0.00   1.01
   0.00   1.00
   0.05   0.95
   0.03   0.97
   0.02   1.03
   0.03   0.96
   0.01   1.04
   0.00   1.01
   0.01   0.96
   0.01   0.98
   0.00   0.96
   0.00   1.00
   0.00   0.97
   0.00   0.97
   0.00   1.00
   0.00   0.99
   0.00   1.04
   0.00   1.00
   0.00   1.02
   0.00   1.01
   0.00   1.02
   0.00   1.02
   0.00   1.00
   0.00   1.00
   0.04   0.93
   0.10   0.92
   0.14   0.85
   0.10   0.92
   0.06   0.95
   0.02   0.97
   0.00   1.05
   0.00   0.96
   0.00   1.01
   0.01   1.03
   0.02   0.93
   0.00   0.96
   0.00   0.96
   0.07   0.91
   0.17   0.85
   0.09   0.90
   0.00   1.01
   0.00   1.00
   0.02   0.99
   0.15   0.85
   0.36   0.63
   0.84   0.18
   0.90   0.11
   0.85   0.17
   0.53   0.48
   0.04   0.94
   0.00   1.00
   0.00   0.98
   0.01   0.96
   0.21   0.76
   0.02   0.98
   0.00   0.98
   0.10   0.88
   0.47   0.57
   0.61   0.38
   0.15   0.82
   0.00   1.02
   0.01   1.00
   0.15   0.82
   0.62   0.38
   0.87   0.10
   1.02   0.00
   1.00   0.00
   1.00   0.02
   0.78   0.22
   0.09   0.94
   0.01   1.02
   0.03   0.93
   0.36   0.63
   0.89   0.10
   0.41   0.58
   0.18   0.77
   0.33   0.71
   0.85   0.15
   0.66   0.33
   0.10   0.91
   0.00   0.99
   0.00   0.99
   0.25   0.73
   0.92   0.11
   0.96   0.00
   1.06   0.00
   1.03   0.00
   1.02   0.00
   0.92   0.08
   0.26   0.74
   0.15   0.84
   0.76   0.25
   0.93   0.06
   0.86   0.13
   0.72   0.28
   0.88   0.14
   0.93   0.06
   1.01   0.03
   0.35   0.63
   0.00   1.02
   0.00   1.01
   0.00   0.96
   0.19   0.78
   0.89   0.10
   0.98   0.01
   1.00   0.02
   0.98   0.04
   0.95   0.02
   0.75   0.24
   0.10   0.92
   0.23   0.77
   0.72   0.28
   0.84   0.17
   0.52   0.49
   0.99   0.03
   1.00   0.00
   0.99   0.00
   0.97   0.03
   0.27   0.76
   0.00   1.00
   0.00   1.02
   0.00   1.00
   0.07   0.91
   0.78   0.24
   0.91   0.11
   0.84   0.12
   0.53   0.49
   0.39   0.60
   0.32   0.64
   0.09   0.94
   0.39   0.59
   0.50   0.52
   0.24   0.71
   0.40   0.58
   0.98   0.00
   1.01   0.00
   0.97   0.00
   1.00   0.01
   0.71   0.29
   0.10   0.91
   0.03   0.96
   0.06   0.92
   0.01   0.98
   0.03   0.98
   0.11   0.86
   0.20   0.80
   0.05   0.96
   0.37   0.61
   0.24   0.74
   0.03   0.99
   0.02   0.99
   0.04   0.94
   0.05   0.97
   0.63   0.38
   0.99   0.00
   0.97   0.00
   1.01   0.00
   0.99   0.00
   0.84   0.14
   0.15   0.80
   0.07   0.91
   0.52   0.51
   0.34   0.62
   0.05   0.97
   0.00   1.02
   0.07   0.94
   0.14   0.87
   0.82   0.20
   0.82   0.19
   0.42   0.60
   0.22   0.80
   0.05   0.95
   0.16   0.80
   0.56   0.43
   1.03   0.00
   0.97   0.00
   0.98   0.00
   0.99   0.00
   0.88   0.13
   0.14   0.85
   0.02   1.00
   0.48   0.55
   0.75   0.22
   0.34   0.67
   0.18   0.83
   0.70   0.29
   0.75   0.24
   1.00   0.03
   0.98   0.02
   0.93   0.07
   0.92   0.12
   0.17   0.84
   0.30   0.69
   0.83   0.16
   1.02   0.00
   1.00   0.00
   1.02   0.00
   1.01   0.01
   0.66   0.30
   0.17   0.85
   0.03   0.99
   0.30   0.69
   0.90   0.12
   0.80   0.22
   0.76   0.18
   0.96   0.07
   0.96   0.01
   0.98   0.00
   0.98   0.00
   1.02   0.00
   0.96   0.03
   0.54   0.45
   0.34   0.71
   0.61   0.40
   0.98   0.00
   1.00   0.00
   0.99   0.01
   0.82   0.17
   0.36   0.67
   0.03   0.93
   0.02   0.97
   0.12   0.89
   0.38   0.60
   0.89   0.12
   0.96   0.07
   0.98   0.02
   1.00   0.00
   1.01   0.00
   1.00   0.00
   1.03   0.00
   0.96   0.02
   0.60   0.43
   0.12   0.89
   0.82   0.21
   1.01   0.00
   0.93   0.05
   0.51   0.50
   0.16   0.83
   0.22   0.80
   0.15   0.91
   0.18   0.81
   0.18   0.81
   0.33   0.68
   0.89   0.11
   1.02   0.00
   1.05   0.00
   0.99   0.01
   0.94   0.07
   0.82   0.20
   0.96   0.04
   0.91   0.07
   0.58   0.42
   0.27   0.74
   0.99   0.01
   0.84   0.15
   0.29   0.70
   0.13   0.89
   0.19   0.80
   0.75   0.26
   0.77   0.18
   0.87   0.12
   0.83   0.16
   0.36   0.64
   0.84   0.20
   0.95   0.07
   1.02   0.00
   0.89   0.10
   0.17   0.81
   0.14   0.82
   0.27   0.72
   0.76   0.21
   0.90   0.12
   0.84   0.20
   0.78   0.23
   0.60   0.39
   0.15   0.85
   0.35   0.64
   0.67   0.30
   0.98   0.02
   0.97   0.00
   1.01   0.00
   0.95   0.06
   0.61   0.39
   0.79   0.22
   0.76   0.21
   0.99   0.06
   0.67   0.32
   0.03   0.95
   0.00   1.02
   0.00   1.02
   0.16   0.84
   0.60   0.41
   0.80   0.19
   0.17   0.85
   0.09   0.92
   0.38   0.63
   0.82   0.17
   1.01   0.01
   0.96   0.04
   0.98   0.02
   0.97   0.06
   0.68   0.34
   0.62   0.34
   0.72   0.27
   0.68   0.30
   0.74   0.24
   0.36   0.61
   0.02   0.97
   0.00   1.04
   0.00   1.00
   0.01   1.03
   0.09   0.90
   0.33   0.70
   0.12   0.85
   0.02   0.96
   0.36   0.61
   0.90   0.13
   0.92   0.07
   0.54   0.47
   0.37   0.65
   0.29   0.70
   0.39   0.62
   0.80   0.23
   0.95   0.06
   0.78   0.22
   0.58   0.39
   0.12   0.88
   0.00   1.03
   0.00   1.01
   0.00   0.97
   0.03   0.97
   0.07   0.94
   0.14   0.85
   0.01   0.98
   0.00   0.96
   0.24   0.71
   0.54   0.44
   0.55   0.46
   0.31   0.72
   0.23   0.78
   0.08   0.92
   0.23   0.78
   0.65   0.37
   0.92   0.09
   0.42   0.57
   0.07   0.90
   0.04   0.99
   0.00   1.00
   0.00   1.00
   0.00   1.00
   0.01   1.01
   0.01   0.96
   0.01   0.99
   0.00   0.97
   0.00   1.02
   0.04   0.96
   0.25   0.73
   0.55   0.47
   0.35   0.66
   0.20   0.84
   0.01   0.97
   0.25   0.77
   0.60   0.39
   0.82   0.19
   0.43   0.59
   0.01   0.96
   0.01   1.01
   0.01   1.00
   0.00   1.01
   0.00   1.04
   0.00   1.01
   0.00   0.98
   0.00   1.00
   0.00   1.02
   0.00   0.97
   0.00   0.99
   0.01   0.97
   0.09   0.94
   0.07   0.94
   0.11   0.92
   0.09   0.91
   0.13   0.90
   0.40   0.60
   0.54   0.50
   0.10   0.90
   0.00   1.03
   0.00   1.00
   0.00   0.99
   0.00   1.01
   0.00   1.02
   0.00   1.00
   0.00   1.01
   0.00   1.03
   0.00   0.99
   0.00   1.00
   0.00   0.98
   0.00   1.00
   0.00   1.02
   0.03   0.99
   0.19   0.80
   0.18   0.82
   0.13   0.89
   0.08   0.92
   0.04   0.96
   0.00   1.01
   0.00   1.00
   0.00   1.01
   0.00   1.00
   0.00   0.98
   0.00   0.98
   0.00   0.99
   0.00   0.99
   0.00   0.99
   0.00   0.98
   0.00   0.97
   0.00   1.01
   0.00   1.03
   0.00   0.99
   0.00   0.99
   0.03   0.99
   0.05   0.96
   0.04   0.94
   0.01   0.96
   0.00   0.99
   0.03   0.95
   0.05   0.96
   0.03   0.96
   0.05   0.96
   0.01   1.01
   0.00   1.00
   0.00   0.99
   0.00   1.04
   0.00   1.03
   0.00   1.00
   0.00   1.00
   0.00   1.03
   0.00   0.97
   0.00   0.98
   0.00   0.99
   0.00   1.00
   0.00   1.00
   0.00   0.98
   0.00   0.99
   0.06   0.96
   0.54   0.49
   0.76   0.24
   0.55   0.42
   0.67   0.31
   0.25   0.71
   0.00   0.97
   0.00   1.00
   0.00   0.94
   0.00   0.98
   0.03   0.96
   0.00   1.01
   0.00   1.01
   0.07   0.92
   0.11   0.88
   0.03   0.96
   0.01   1.02
   0.00   1.01
   0.00   1.01
   0.00   1.03
   0.34   0.68
   0.87   0.11
